,text,label
77,Abhishe07600654 Hi Abhishek thank you for your interest in Tata Motors. Kindly DM us your contact details location &amp; our team will contact you.,3
78,nikku2906 Hi Nitesh we would really like to help you with this. Kindly elaborate on your concern and also provide your contact information and dealer details via DM so we can have the relevant team contact you for further assistance.,3
79,Ashish85832891 Hi Ashish we are disappointed to hear this and would like to help you. Kindly provide your car chassis number contact information and dealer details via DM as it will help us to have the relevant team contact you for further assistance.,3
80,dawar_shobin Hi Shobin we understand that our team has connected with you through a call and has taken your concern forward. Rest assured that it will be resolved soon. We appreciate your patience in the meantime.,3
81,To know more click-  .  ConnectingAspirations  TigorEV ,3
82,Pradeep22254231 Hi Pradeep as per the update received from our team we understand that they ve contacted you and shared the necessary information regarding your concern. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
83,"The Ultra T.7 effortlessly navigates through narrow and challenging lanes making it a fantastic choice for businesses that require last-mile deliveries.
 DilSeUltra ",3
84,joe_aruvi Hi Joe we understand that our team has connected with you and taken a note of your concern. Rest assured that it will be resolved soon. We appreciate your patience in the meantime.,3
85,jineeshr That's an amazing click Jineesh! Keep sharing more pictures and videos of your journeys with the Tata Nexon.  ,3
86,dineshbhatudup5 You are most welcome Dinesh. We are glad that your concern has been resolved. Do let us know if you need any other assistance and we would be glad to help you.,3
87,Rahulkhera9876 Namaste Rahul kripya humein thoda samay de taaki hum humari team se is par aage ki jaankari le sake. Hum jald hi aapse sampark karenge. Hum is beech aapke sahayog ko mahatav dete hai.,3
88,defencebrat Hi we never want our customers to have such an experience with us. Please share your contact details via DM so that our team can connect with you to assist further. ,3
89,Tata INTRA s power steering gives you immense control to give you driving Pleasure and make your deliveries efficient. So contact the nearest Tata Motors dealership and book today. For more information visit   TataIntra  Indias1stCompactTruck ,3
90,aarsh316 Hi Arshad we never want our customers to have such an experience with us. Please share your vehicle model contact details and car chassis number via DM so that our team can connect with you to assist further.,3
91,"The  Tonne Prima Lx .S comes with a powerful  HP Engine that produces  Nm Torque  -1700 rmin and a  mode FE switch that improves its overall fuel efficiency through  Economy   Balance  and  Power  mode.
 DeshKeTruck  TataTrucks ",3
92,yashjain641 Hi Yash we are concerned to hear about the problems you have faced and we would like to help you with this. Please share your dealership details and vehicle chassis number via DM so we can have the relevant team assist you soon.,3
93,anujjoc Hi we are disappointed to know about the experience you have had. Please share your contact information vehicle model and dealer details via DM so that our team can connect with you for quicker assistance.,3
94,mukesh30singh Hi Mukesh we are disappointed to know about the experience you have had. Please share your contact information and dealer details via DM so that our team can connect with you for quicker assistance.,3
95,BhagwanThePoet Hi Bhagwan we are disappointed to know about the experience you have had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance. ,3
96,KaithwasRitesh Hi Ritesh we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle model and dealer details via DM so that we can assist you further.,3
97,ashbeamer Hi Ashish we regret the inconvenience caused. Kindly DM us your vehicle variant location &amp; contact details &amp; our team will contact you.,3
98,Vardan_here Hi Vishnu this is a fake letter. We are aware of the issue and have duly reported the same.,3
99,rathodketan1449 Hi as per the update received from our team we understand that they ve contacted you and shared the necessary information regarding your concern via email. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
100,anishmohanmp Hi Anish as per the update received from our team we understand that they ve contacted you and shared the necessary information regarding your concern. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
101,Your family s entertainment will be always on with Tata Winger  seater s multiple USB ports. (12) ,3
102,iammragendra Hi Ragendra we have already taken up Mr. Arun Raghav's concern and our team has offered him the best possible resolution. Do get back to us if you need any further assistance and we d be glad to help.,3
103,Thanks Dad for the lessons. They will guide me and take me to the top  HappyFathersDay. Click the link to  DriveWithSOUL this Iconic drive and make your dad proud by reaching the highest peaks of Ladakh with the brotherhood.  ,3
104,murli07mt Hi Murli we always welcome feedback from our well-wishers and have shared your thoughts with our team for further consideration. Feel free to share your views and suggestions with us.,3
105,Tata LPT  CRX has a payload capacity of more than  Tonnes* making it suitable for heavy-duty applications across industries.  TataTrucks  DeshKeTruck ,3
106,bag189 Hi Ashish thank you for sharing your contact number. However we also require the dealer details &amp; vehicle model so that we can have the relevant team connect with you to assist further.,3
107,Business ki betod performance ke liye chunein Tata Yodha. Iska  hp engine le jaye aap ke karobaar ko nayi unchaion par. For more information   JeetLoHarManzil  TataYodha ,3
108,"Parents worry about the safety of their children more than anything else in the world! That's why all our school buses come with unique safety features that ensure maximum protection and care for your children!
 TataSkoolBus ",3
109,_ibnBatuta Hi we would really like to know if there is anything in specific that we can assist you with. Please explain your query in detail via DM and we would be happy to help.,3
110,rajeefmk Hi Muhammed we are glad to hear that your concern has been resolved. If you require any further assistance feel free to get back to us and we would be happy to help.,3
111,Tata Ace XL ke CNG variant se pollution ho kam aur iski badi load body uthaye zyada load taaki aap kama sakein zyada profit.  KeepLoading  TataAce ,3
112,Alok90Yadav Hi Alok we will definitely help you with this. Kindly share your contact details car chassis number and dealer information via DM so that our team can connect with you and assist further.,3
113,Explore your favourite destinations with your entire family in comfort of Tata Winger  seater. (12) ,3
114,VinodCh21498613 Hi Vinod we would really like to know what went wrong. Please let us know via DM so that we can better assist you with it.,3
115,Techshapers Hi Shivendra we are concerned to hear about the problems you have faced and we would like to help you with this. Please share your contact information and dealership details via DM so we can have the relevant team assist you soon.,3
116,arunnguptaa Hi Arun we completely understand your reason for concern. We have forwarded your details to our team and they will soon connect with you to assist further. We appreciate your cooperation in the meantime.,3
117,parveshpkr Hi Parvesh we regret the inconvenience you have had to face. Your concern has been forwarded to our team and they will soon connect with you to assist further.,3
118,Manmoha50414437 Hi Manu we regret the inconvenience caused and will definitely help you with this. Kindly share your dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
119,vijayrb23 Hi Vijay thank you for sharing your contact number. Our team has been informed of this and shall soon connect with you to assist further.,3
120,guptaatuul Hi Atul as per the update received from our team we understand that they ve contacted you and shared the necessary information regarding your concern via email. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
121,Presenting the New Tigor XZA+ &amp; XMA - an automatic sedan at an unbeatable price to give you an effortless and premium driving experience. Book a test drive today to  SkipTheClutch at   TheSedanForTheStars ,3
122,Amit00Patel Thank you for sharing the requisite details Amit. We have shared them with the relevant team and they will soon contact you for further assistance.,3
123,preetamaasish Hi Preetam we will surely help you with this. Please share your's and your referrals contact details vehicle model and dealership information via DM so that our team can connect with you for quicker assistance.,3
124,sagarmkadur Hi thank you for your interest in the  UrbanCarRedefined. Stay tuned to our social media handles for more information about the Altroz. ),3
125,Shivamcjs Hi Shivam thank you for writing to us. We suggest you to visit your nearest Tata Motors dealership as they will be able to assist you better with your requirement. Click here  to find the dealership that is closest to your location.,3
126,The all-new Tata INTRA comes with electronic dashboard cluster and amazing interiors which assure driving pleasure and efficiency. Get more details here   TataIntra  Indias1stCompactTruck ,3
127,rvsunny Hi Ravi we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details and car chassis number via DM as it will help us to have the relevant team connect with you and assist further.,3
128,26_ruckfules Hi Deepak thank you for writing to us. We request you to visit your nearest Tata motors dealership and get it checked once. If the issue still persist get back to us with your contact number and dealer details via DM we would be glad to assist. ,3
129,Tata Motors Group global wholesales at  in May . Know more  ,3
130,"Razor-sharp looks of the Altroz will make the world take note of your style no matter where you go.
Click on the link to know more 
 UrbanCarRedefined ",3
131,gvbn_balaji Hi we are disappointed to know about the experience you have had. (12),3
132,amandhayal Hi Aman we would really like to look into the concern you have raised. Please share your  contact details car chassis number &amp; dealer information via DM so that we can connect with you for further help. ,3
133,chandan467 Hi Chandan as per the update received from our team we understand that your vehicle has been picked up from your place to the workshop for the necessary repair work. Do get back to us if you need any further assistance and we d be glad to help you.,3
134,Keep the cargo safe and untouched always with Tata Ace OEM fitted Container. Its leak proof design prevents water seepage and corrosion inside the container.  TataAce  TataAceContainer ,3
135,6006cb88daab48e Hi Yatindra thank you for sharing the requested details. We have highlighted your concern with the relevant team and you can rest assured that they will connect with you soon to resolve it at the earliest.,3
136,sailendra_ag Click here to know more about the Hexa XT. ,3
137,guptaatuul Hi Atul we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details car chassis number &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
138,vaibhava                                                               DM                    ,3
139,carlover6319 Hi Aditya thank you for writing to us. Stay tuned to our social media handles for more information about the Altroz. ),3
140,ManishAswalman Thank you for helping us with the requested details. We have shared them with our team and they ll soon connect with you to assist further.,3
141,smukh2001 Hi Saurabh we never want our customers to have such an experience with us. Please share your contact details and the dealer information via DM so that our team can connect with you to assist further. ,3
142,RaviPat93230099 You are welcome Ravi! Customer satisfaction is of the utmost importance to us. We aim at delivering the best of our services to the customers and always strive to make their experience even better. Do get back to us if you require any further assistance we would be glad to help.,3
143,arshpath Hi Arshit stay tuned to our website and social media pages to catch the latest updates. ,3
144,amolsolao Hi Amol as per the update received from our team we understand that they ve scheduled a joint trail of your vehicle and confirmed that you will contact them as per your convenience for the same. We request you to stay in touch with them and they will help you.,3
145,Rahul_2429 Rest assured that the spare parts required for your vehicle have already been ordered and your vehicle will be delivered to you once the same has been received. (23),3
146,Umairbaig Hi Umair our team tried multiple attempts to contact you on the provided number however they were unable to reach you. Also they have sent an SMS regarding the same. Kindly get in touch with our team on  for resolution of your concern.,3
147,Pradeep22254231 Thank you for explaining your concern in detail Pradeep. We have informed our team about this and they will soon contact you to assist further.,3
148,VakhariaNisarg We really appreciate your valuable input and have shared it with our team for further consideration. ),3
149,"The Altroz is coming to redefine elegance with its sharp edgy and urban design.
Click on the link to know more 
 UrbanCarRedefined ",3
150,skraj6001                                                               DM                  ,3
151,The first step to a healthy mind and body is inner peace. Let's work towards achieving this together this  InternationalDayofYoga  ConnectingAspirations ,3
152,Rahulkhera9876 Hi Rahul we are glad to hear this. Do get back to us if you need any further assistance and we d be glad to help you.,3
153,By downloading the TMSC App you not only get to access all the critical info that you need while traveling with your Tata Motors car but also earn  SOUL Points which can be redeemed for exciting rewards. Download the app from Google Play or App Store now!  DriveWithSOUL ,3
154,By bringing up-to-date information about your vehicle the weather traffic and more the TMSC App has won positive reviews from Tata Motors car owners. Download the app from Google Play or App Store now! ,3
155,amolsolao Hi Amol we understand that our team has connected with you and taken a note of your concern. Rest assured that they will definitely provide an apt resolution for the same. We appreciate your patience in the meantime.,3
156,Chahe kitna hi kathin ho rasta Tata Yodha ke  hp engine ke saath badhte raho aage aur jeet jao har manzil. For more information   JeetLoHarManzil  TataYodha ,3
157,dineshbhatudup5 Hi Dinesh thank you for sharing the requested details. We have highlighted your concern with the relevant team and you can rest assured that they will connect with you soon to resolve it at the earliest.,3
158,BhishmaNMK Hi Bhishma we are disappointed to know about the experience you have had. Please share your contact details and vehicle chassis number via DM so that our team can connect with you for quicker assistance.,3
159,The Sport Mode of the new Tigor Automatic sets your pulse racing by adding a dash of power to your drives. Click the link to book a test drive.     TheSedanForTheStars ,3
160,GogriPayal Hi Payal our team tried to contact you on the provided number however the call went unanswered. We request you to share an alternate contact number or a preferred time to call so that they can soon get in touch with you to assist further.,3
161,viki_141189 Hi Vivek we are disappointed to know about the experience you have had. We have forwarded your details to our team and they will soon connect with you for further assistance.,3
162,Rahulkhera9876 Hi Rahul thank you for sharing the requested details. We have highlighted your concern with the relevant team and you can rest assured that they will connect with you soon to resolve it at the earliest.,3
163,ChappuKhan Hi Chappu we regret the inconvenience caused. Kindly DM us your vehicle location &amp; contact details &amp; our team will contact you.,3
164,tarunj2409 Hi Tarun we completely understand your reason for concern. However without the requested details we will not be able to forward your concern to the relevant team. We request share your dealer details via DM so that the team can quickly address your concern.,3
165,AbhayNDwivedi We are glad to hear this and are honored to have customers like you Abhay! Keep your love flowing for Tata motors and do not forget to share pictures of your journeys with the  LevelNexSUV.  ,3
166,m2r_Mukhtar Hi Mukhtar we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle chassis number and dealer details via DM so that we can better assist with your concern. ,3
167,DINESH20042013 Hi Dinesh thank you for writing to us. To view the price of the Tata Tiago across all variants please click here  and select your city name. Do let us know if you require any further assistance and we would be happy to help!,3
168,prashant18910                |                  .                              |,3
169,BhanuMulik Hi Bhanudas we are glad to hear that your concern has been resolved. For any further assistance we request you to get in touch with our team and they will surely help you with it.,3
170,imsantoshverma Hi Santosh is there anything specific we can assist you with? Please explain your concern in detail via DM and we would be glad to help.,3
171,DINESH20042013 Hi Dinesh thank you for your interest in Tata Tiago. Please share your contact information and location details so that our team can connect with you for quicker assistance.,3
172,sdsanap1984 Hi Sandip we would really like to help you with this. Please provide your contact information car chassis number and dealer details via DM so we can have the relevant team contact you for further assistance.,3
173,Guptavaibhav12 Hi Vaibhav we would really like to help you with this. Kindly elaborate on your concern and also provide your contact information car model and dealer details via DM so we can have the relevant team contact you for further assistance.,3
174,"RT jtperformanceIN Find a parking spot that no one else can. That s how we like to do it at JTP!

Head to  now. ht ",3
175,asshutosh_gupta Hi Ashutosh we are disappointed to know about the experience you have had. We have forwarded your concern to our team and they will soon connect with you for further assistance.,3
176,rahul0931 Hi Rahul we are disappointed to know about the experience you have had. If you require any specific assistance please elaborate on your concern via DM and also share your contact information car chassis number and dealer details so that we can accordingly assist you further.,3
177,ca06_akg Hi Ashok we are disappointed to hear this and would like to help you. Kindly provide your vehicle model car chassis number and contact information via DM as it will help us to have the relevant team contact you for further assistance. ,3
178,ChhandakChakra2 Hi Chhandak we have responded to your concern via DM. Kindly check and acknowledge the same.,3
179,rahulasuknow Hi Rahul we would really like to know if there is anything we can assist you with. Please explain your concern in detail via DM and we would be happy to help.,3
180,ankush82 Hi Ankush we are disappointed to hear this and would like to help you. Kindly provide your contact information via DM as it will help us to have the relevant team contact you for further assistance.,3
181,Someone55635936 Hi thank you for writing to us. As per company policy we cannot disclose any information pertaining to our future product strategies. Stay tuned to our website and social media pages to catch the latest updates.,3
182,ShailejTeri Hi Shailej we are disappointed to hear this and would really like to help you. Kindly elaborate on your concern and also provide your contact information car model and dealer details via DM so we can have the relevant team contact you for further assistance.,3
183,joe_aruvi Hi Joe we regret the inconvenience you have had to face and have forwarded your concern to the relevant team. They will soon contact you to assist further.,3
184,red_bhumika Hi Bhumika please allow us some time to get this checked with our team and we will get back to you soon with an update. We value your cooperation in the meantime.,3
185,Matrupr38072605 Hi Matru we are disappointed to hear this and would like to help you. Kindly provide your contact information via DM as it will help us to have the relevant team contact you for further assistance. ,3
186,satishanandr Hi Satish we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details car chassis number &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
187,priyatayal4 Hi we have taken up Mr. Rahul's concern and our team is diligently working to get it resolved. You can rest assured that it will be addressed at the earliest.,3
188,dineshbhatudup5 Hi Dinesh thank you for sharing the above details. However we also require your contact number as it will help us to get in touch with you and quickly address your concern. ,3
189,LatharRakesh Hi Rakesh we would like to know more about your concern. Kindly DM us your vehicle variant location &amp; contact details &amp; our team will contact you.,3
190,Deeviash49 Hi Deeviash we regret the inconvenience caused. Kindly DM us your vehicle variant location &amp; contact details &amp; our team will contact you.,3
191,nihaniaa Hi Gaurav we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle model and dealer details via DM so that we can better assist with your concern. ,3
192,Ranjith_rhb Hi Ranjith thank you for your interest in the  UrbanCarRedefined. Stay tuned to our social media handles for more information about the Altroz. ) -,3
193,SOUL brotherhood is a community of thrill-seekers that surprises its members with amazing driving experiences to mythical lands far and wide. It s what SOUL member Ati Mehta experienced during the Iconic International Drive Mountain Trail Bhutan.  DriveWithSOUL ,3
194,chef_christmas Hi Husain we never want our customers to have such an experience with us. Please share your contact details via DM so that our team can connect with you to assist further. ,3
195,iampawan31 Hi Pawan thank you for writing to us. We suggest you to visit your nearest Tata Motors dealership as they will be able to assist you better with your requirement. Click here  to find the dealership that is closest to your location.,3
196,drsuvadip Hi Suvadip the Harrier s Kryotec engine is optimally tuned for performance and fuel economy. Additionally it offers  engine drive modes (City ECO &amp; Sport) to suit the driving conditions.,3
197,rksingh1899 Hi we would like to better understand your concern. Kindly elaborate on it and also share your contact number vehicle model and car chassis number via DM and we would be glad to help. ,3
198,DrApoorvaKulka1 Hi Apoorva DM refers to Twitter Direct Messages. ,3
199,gauravbhalani9 Hi Gaurav we are concerned to hear about the problems you have faced and we would like to help you with this. Please share your contact information via DM so we can have the relevant team assist you soon.,3
200,rahulchimes Hi Rahul we have shared your issue to the concerned team. They will contact you on priority.,3
201,utkarsh_singhb Hi Utkarsh we are disappointed to hear this and would like to help you. Kindly provide your car chassis number contact information vehicle model and dealer details via DM as it will help us to have the relevant team contact you for further assistance.,3
202,"Breathtaking in ways unimaginable Spiti and Ladakh are the playgrounds of true adventurers. Join SOUL Iconic Ladakh Drive before the registrations end on th June. Book now 

 DriveWithSOUL  ReclaimYourLife  AboveAll  HexaExperience ",3
203,VijaySi45794910 Hi Vijay thank you for sharing the requested details. We have highlighted your concern with the relevant team and you can rest assured that they will connect with you soon to resolve it at the earliest.,3
204,rajanjil98 Hi Rajnish we are sorry that you have had to face this and would like to help. Please share your contact details car chassis number &amp; dealer information via DM so that we can soon contact you to help improve your experience with Tata Motors.,3
205,ShikharJoshi7 Hi Shikhar we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details car chassis number &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
206,"Altroz is all ready to set the streets ablaze with enhanced capabilities and exceptional handling for taking on the roads that test your limits. Get ready to be stunned by the Altroz. Coming soon!  UrbanCarRedefined

Click on the link to know more  ",3
207,DSChauh54573033 Hi we trust that our team has connected with you to address your concern. Rest assured that they are trying to resolve it at the earliest. We suggest you to stay in touch with them for any further updates on this. (12),3
