,Unnamed: 0,text,label
42,42,Since we are different than the average lot where a vehicle sits -120 days on Average. We would like to make sure the vehicle is still available. Also sometime it may be an incoming vehicle or a customer has put a deposit hold.,0
43,43,Tata Motors is developing a .6-litre petrol engine for the Harrier and other upcoming cars based on the OMEGA architecture. ,0
44,44,As of now Tata Harrier is only available in Diesel. Tata Harrier petrol is expected to come next year.,0
45,45,Any of the serious problems that used cars may have such as,0
46,46,"""Since it is a new technology we wanted to gain confidence on our products before delivering it to our clients an EESL spokesperson said. ",0
47,47,"""RT LadyGothamm I've had my car for  days brand new off the lot. 000kms... guess I drive a lot. At this rate I'll burn through my wa""1",0
48,48,Can I see the cars at the Auction?,0
49,49,If the vehicle purchased is within the original Manufactures warranty we will transfer the coverage to you as the new owner.QUESTION ABOUT LOCATE SERVICE,0
50,50,Shout Out to My Daughter Leek13leeek Just Got Her A New Whip  ToyotaRav  NewNurse  NewCar  NoDebt!  NewBeginnings ,0
51,51,Car Salesman We do want your business sir. ,0
52,52,All deposits taken for vehicle holds andor purchases are non-refundable. ,0
53,53,If you live in D.C. report any bad conduct to the Office of the Attorney General for the District of Columbia and the Federal Trade Commission. The Attorney General's office can help you understand your rights. The D.C. Attorney General's office has a Consumer Hotline for you to call at (202) -9828. You can also call the FTC at (202) FTC-HELP that is (202) -4357 or go to While the D.C. Attorney General or FTC will not sue for just one person if they think a company may be repeatedly violating the law they may investigate and take legal action.,0
54,54,The much-awaited Hyundai Grand i10 Nios has finally launched in India. For all you need to know Visit  ,0
55,55,"""If you're looking to get a new car you may be eligible to receive $100's cash back through our BonusDrive! Allstat ",0
56,56,,0
57,57,seller oh no please that would be selling the cost no profit for us.,0
58,58,Are there any mechanical problems I need to know about?,0
59,59,"""Loving my new babe",0
60,60,Press down on the bumper and release. If the shock absorbers are working right the car should only bounce once.,0
61,61, Insurance  AutoInsurance  Florida  Miami  Car  DeltoroInsurance  Protection ,0
62,62,"""RT IDI0TSYNCRATIC Alex dies in the sun Rulex_19 accidentally wins $20 brandonkarlis ACTUALLY SHOWS UP Amanda is Forest Gump and Just""1",0
63,63,But if youre on a budget your goal should be to find a cost-effective car that wont drain your wallet at the gas pump. Talk to your dealer and express your needs when it comes to gas mileage.,0
64,64,Congrats on your new car!!! And thank you for choosing Henderson Chevrolet!!  chevy  chevrolet  newcar ,0
65,65,"""Alex dies in the sun Rulex_19 accidentally wins $20 brandonkarlis ACTUALLY SHOWS UP Amanda is Forest Gump and ",0
66,66,"""If you're looking for a small car that turns heads the Ibiza is a great choice. Stylish fun to drive and a great ",0
67,67,You may also ask the judge to consider the District of Columbia's Consumer Protection Procedures Act including the consumer rights provided by D.C. Code Section -3904 and the consumer remedies provided by D.C. Code Section -3905(k)(1).,0
68,68,,0
69,69,The price I saw was $27000. Why is your price higher?,0
70,70,Do you have a Used Vehicle Information Package? (For purchases in Ontario),0
71,71,This is a chance to double check that the mileage quoted matches the cars odometer. Can I see the VIN number the vehicle ownership and your identification? You want to see this information to confirm that the seller is in fact the legal owner and to double check that the registration information matches with the cars VIN number. Check your CARFAX Canada report as well to be sure the VIN and vehicle details in the report match up with the vehicle you see in front of you.,0
72,72,Leakage,0
73,73,Our fees vary but typically range from $1250 to $1500,0
74,74,The seller could answer this question in a few ways. They might be ready for an upgrade or perhaps the cars size doesnt suit their lifestyle anymore. Its good to know the reasons behind this change because you might run into the same issues down the line.,0
75,75, vauxhall  vauxhalluk  vauxhallmokka  griffin  limitededition ,0
76,76,This Hyundai Tucson ordered through our  sourceit service and ready to be collected by Judith Nellins from Armagh ,0
77,77,Car Salesman Not a problem sir. We have a nice brand new Honda Pilot SUV over here. ,0
78,78,"""Find out more ",0
79,79,"""As part of our tender with Energy Efficiency Services we have already completed the production of  cars and initiated the execution of phase II orders a Tata Motors spokesperson said in response to an emailed query.",0
80,80,You should report safety defects to the National Highway Traffic Safety Administration at (888) -1100 or go to ,0
81,81,You can also go to  for a helpful checklist of questions you may wish to ask the dealer.,0
82,82,How do I know whether other warranties apply to the car?,0
83,83,seller oke that's great,0
84,84, drawing ,0
85,85,Not enough pedal reserve (DOT spec.),0
86,86,"The Center for Auto Safety maintains a list of lawyers across the country who handle motor vehicle disputes ( Consumers can identify lawyers with expertise in motor vehicle and other consumer issues through the National Association of Consumer Advocates at  (go to its Resource Center scroll down until you see a list of ""NACA contacts in the area of . . . [different specialties such as Lemon Law]"").",0
87,87,buyer really? may i see how it looks like ?,0
88,88,Before asking your dealer do your own research online. Youll be able to get a sense of a vehicles quality by other peoples experiences.,0
89,89,Can I order a used car? ,0
90,90,Cracked block or head,0
91,91,AND,0
92,92,"""We were delighted to hand over the keys to The Sullivans from Wexford collecting their new E Class Mercedes from P ",0
93,93,This site has valuable information on how you can get a good deal if you plan to buy a used car. But you will need to look for this information between many ads.,0
94,94,If the dealer got the car as a trade-in does the dealer have the former owner's service orders and repair tickets? If so ask to see the service orders and repair tickets. Check whether the service orders include regular oil changes and other important maintenance items.,0
95,95,Does the car come with a warranty? Which systems are covered by the warranty and which systems are not?,0
96,96,Too much free play at steering wheel (DOT specs),0
97,97,,0
98,98,Enter for your chance to win a  Honda Civic from hotwheels   sweeps  sweepstakes  car  newcar1,0
99,99,Has the car been in any accidents?,0
100,100,Our lowest rate is .99% call We Drive for details. Dont get fooled by dealers low interest loan offers. Usually you give up a rebate when you finance for a special dealer rate that raises the overall cost of purchasing your vehicle.,0
101,101,"""RT LadyGothamm I've had my car for  days brand new off the lot. 000kms... guess I drive a lot. At this rate I'll burn through my wa""1",0
102,102,If theres a warranty that almost seems too good to be true there may be some adverse reasons why.,0
103,103,EESL did not reply to the question about the reasons that led to the postponement of the tender for the third phase to .,0
104,104,"""Take a look at our BIK calculator ",0
105,105,Car Seller Hello sir welcome.,0
106,106,Heres a list of questions you should ask the cars seller before you commit to buying,0
107,107,Check the tires for uneven wear which may mean bad shocks misalignment or poor wheel balance.,0
108,108,Locate time frame has to do with your specific request. Since we work with our customers on a one on one basis each request is very unique and can take a few days to several weeks. However our average time from order to delivery is  days. Some are faster and some are nearing  months or more to find that rare gem.,0
109,109,Is it good for long distance travel?,0
110,110,Congratulations Yaw on your  Kia  Rio -Door from Beth Daffan at Van Griffith Kia!  NewCar ,0
111,111,Structural or mechanical parts damaged,0
112,112,Check out our new vehicle.  If you see our salesman on the road give us a honk. ,0
113,113,"The most accurate information is available through the ""Black Book."" However this information is not generally available to you. The Black Book shows wholesale prices at which dealers purchase cars at area auctions. You can ask the dealer to see his copy of the Black Book. The Black Book price of a car depends on how good or bad the condition of the car is rough average clean and extra clean.",0
114,114,Inspect the car's interior (including the trunk) for mildew rusting or a musty smell any of which may mean water damage.,0
115,115,"""RT PriceIsRight Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
116,116,Check that the owner's manual is in the glove compartment.,0
117,117,We are specialist trained car buyers and can assist with locating an everyday corolla or a rare exotic such as Ferrari or Lamborghini. We deal in just about every make and model however % of our request are for the following brands. ( Acura BMW Lexus Toyota Nissan Mercedes ),0
118,118,Battery leakage,0
119,119,Customer That's great but every car dealership offers that. I'm not going to pay the sticker price for this car. ,0
120,120,All of our vehicles go thru an extensive mechanical safety inspection We take pride in delivering cars that meet and exceed industry standards for reconditioning. Our used cars inspection are made available to our customers. So if you are considering a used car please ask for your complimentary safety inspection report.,0
121,121,Warranty is one of the most important questions to ask when buying a car. It shows you how much trust the manufacturer has in the quality of the vehicle.,0
122,122,Hence the apprehensions of officials are genuine and the refusals to use the vehicles acceptable said the executive.,0
123,123,Visible damage,0
124,124,Thank you f ,0
125,125,What are my legal rights when I buy a used car?,0
126,126,Don't let the salesperson pressure you into purchasing insurance to pay off your loan in the event you die or become disabled or the car is stolen or destroyed. First find out if your lender requires that kind of insurance and if so consider shopping for another lender. Also if you are going to purchase that kind of insurance consider whether you can save money by purchasing it from your own insurance agent rather than from the dealer.,0
127,127,Auction rules prohibit us from taking retail customers to any auction.,0
128,128,Remember these rights apply if,0
129,129,Does not stop vehicle in straight line (DOT spec.),0
130,130, Congratulations to Miss. Antara on her  2019  Mazda  CX5  GS ????! Thank you for choosing  airportmazdaoftoronto for ,0
131,131,MERCEDES-BENZ A180 Hatch Sport from £136,0
132,132,Its important that you take the car to a mechanic for a pre-purchase inspection so you can get an experts opinion on whats happening with the car under the hood. If the seller hesitates then this could be a red flag that theres something they dont want you to know.,0
133,133,Loose fitting doors may mean a history of heavy use or damage to the car.,0
134,134,"""RT WatfordAudi It's now even easier to drive home in luxury thanks to our low initial deposit and low monthly payment deals! ",0
135,135,Frame & Body,0
136,136,Structural parts bent or damaged,0
137,137,seller of course just follow me,0
138,138,"""Prices have been revealed for the more powerful performance-focused version of the Alpine A110 which goes on sale ",0
139,139,What should I avoid doing or saying when shopping for a used car?,0
140,140,CARFAX CanadaS fully bilingual vehicle history reports provide relevant and important information about the history of the vehicle including accident information information about liens registered against the vehicle in certain provinces andor territories in Canada depending on the report you purchase and U.S. history. If the seller has already purchased a CARFAX Canada report then ask to see it so you can get details on the vehicles history. If they dont have one available get the VIN of the vehicle so you can purchase a report yourself.,0
141,141,Apki khushiyo ki chhabi kaisi hai are you satisfied nano?,0
142,142,Check that the windshield wipers heater and defroster air conditioner radio and horn all work.,0
143,143," cars  carlease  luxurycars""1",0
144,144,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
145,145,.,0
146,146,I have a little hybrid coupe that gets great gas mileage but only fits two passengers.,0
147,147,Car Buyer I will make the complete payment by check.,0
148,148,As I have a nano genx xt and it's ran  without any problem. ,0
149,149,The Ontario Ministry of Transportation requires that every privately sold vehicle (there are certain exceptions in regards to family please visit the Ontario Ministry of Transportation website for more information) be accompanied with a Used Vehicle Information Package. This contains information about the vehicle as well as details and paperwork to finalize the sale.,0
150,150,Get the process started today ,0
151,151,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our ",0
152,152,Figure out what type of car you need and express it to your dealer. The dealership will then be able to find the best car in their lot to suit your needs.,0
153,153,Look for cigarette burns rips and broken seat belts.,0
154,154,Q. Can we add Ac on standard version nano? If yes then what will be the cost?,0
155,155,If youre buying used one of the first questions to ask when buying a car should be about its mileage. A used cars mileage will determine how long youll drive it before needing to buy a new one.,0
156,156,Do you take trade ins? Even if I owe money on my trade in?,0
157,157,Car Salesman Sounds good sir. Let's step into my office and fill out the paperwork.,0
158,158,Part of figuring out how much youll pay for your vehicle boils down to gas mileage.,0
159,159,Is it ok to drive Nano at  kmh speed?,0
160,160,Car Seller Sure sir. Which car do you want?,0
161,161,seller i suggest you to buy innova it's very suitable for the family,0
162,162,Customer OK. I'll be waiting right here.,0
163,163,Look for mismatched or wavy paint which might mean that a fresh coat of paint is covering rust or other damage.,0
164,164," TPIRPostYourPrize  NewCar""1",0
165,165,R15  off the market price for a brand new BMW X3 sDrive18d??? For deals like this head over to ,0
166,166,Depending on your credit history and some other factors you may not have to put any money down.,0
167,167,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
168,168," TPIRPostYourPrize  NewCar""1",0
169,169,I drove it from Coimbatore to Bangalore with no issues  with my automatic Nano.,0
170,170,"""Boy it would be nice if you could just pick the car you like buy it and drive off... but slow down! Make sure you ",0
171,171,Most of our vehicles are Factory Certification Eligible,0
172,172,Let me talk to my manager and see what I can do. Give me five minutes.,0
173,173,Yay or nay?,0
174,174,"""Trade-in your current vehicle for something new or sell it without buying another!",0
175,175,What if I don't like the vehicle that I have a deposit for or I have purchased another vehicle?,0
176,176,Steering System,0
177,177,Car Salesman I can't offer you that price. What about $29000?,0
178,178,"""RT LadyGothamm I've had my car for  days brand new off the lot. 000kms... guess I drive a lot. At this rate I'll burn through my wa""1",0
179,179,? Generally the greater the mileage on the car the older the car and the less expensive the car the more serious a defect must be before you have a right to have the dealer fix it.,0
180,180,Car Buyer Tell me about the VXI features.,0
181,181,Fuel System,0
182,182,Talk to your dealer about their policy of holding a vehicle. That way you have time to make the best investment decision.,0
183,183,? You bought the car from a dealer (someone in the business of selling cars).,0
184,184,Congratulations on your  newcar ????? ???  Thankyou for your  time ? and  business. Welcom ,0
185,185,Look carefully for rust damage which can greatly lower the value of a car.,0
186,186,The  Toyota Corolla Greater Than Ever! Test drive today and learn more at  ??   Corolla ,0
187,187,"""Dave C. picked up the keys to his new  Kia Soul! Looking sharp Dave!  newcar  kiasoul  2020soul  andersonkia ",0
188,188,buyer oke (walking follow the buyer to the show room),0
189,189,Fast DC Charging via any DC Fast Charger. ,0
190,190,Here are some questions to ask when buying a car that can help you determine what you need a car for,0
191,191, companycar  bik  businesscar  newcar  latestcars ,0
192,192, TPIRPostYourPrize ,0
193,193,Car Buyer I am here to buy a car. Could you please help me with that?,0
194,194,Make sure that the oil pressure and alternator lights go on when you turn the ignition (that means the lights are working) and go off during your test drive.,0
195,195,What if I signed a paper saying I was purchasing the car 'as is'?,0
196,196,Exhaust System,0
197,197," Automobile  Bank  Banks  Buy  Cars  Cash  CreditUnions  Deal""1",0
198,198,Car Seller Sure sir. How about payment?,0
199,199,Can we fix this problem before purchase?,0
200,200,Worth buying if you wanna have a small but spacious car.,0
201,201,Car chalne m kesi h?,0
202,202,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
203,203,Shock absorber leaking or functioning improperly,0
204,204,Documentation and registry fees are standard. So is sales tax.,0
205,205,If you are youll probably need to make arrangements to have someone drive you to the dealership so you can pick up your new car. But if the dealership delivers then you wont need to worry about that.,0
206,206,Would a satellite radio or a sunroof be the things that sell you on a particular vehicle?,0
207,207,Tread depth less than 32 inch,0
208,208,If you sue in the Small Claims Branch you may ask the judge to consider the consumer's right to an implied warranty of merchantability as provided by D.C. Code §§ -314 and -316.01(2).,0
209,209,Car Buyer How much will this cost?,0
210,210,"""2009 BMW i ",0
211,211,Have you ever wondered what it actually is???,0
212,212,All deposits taken for vehicle holds andor purchases are non-refundable. If you decide to go with a different vehicle the dealer may offer the option to switch the deposit to a different car at their own discretion.,0
213,213,5. What Are Some Common Repairs?,0
214,214,Some basic warranties cover a vehicles bumper to bumper makeup. These are the components of a vehicle that are typically made in factories. They include nearly everything from the front of the cars bumper to the back.,0
215,215,Do I need this car for work?,0
216,216,.,0
217,217,The Buick Enclave Avenir welcomes you into an interior of luxury and refinement.   Shop our inventory online at ,0
218,218,"""We are committed to the governments e-mobility mission by  and continue to work in a collaborative manner to facilitate faster adoption of electric vehicles and to build a sustainable future for India the spokesperson added.",0
219,219,Initially due to lack of charging infrastructure the supply of electric variants of Mahindras Verito and Tata Motors Tigor was delayed.,0
220,220,This question will let you know what type of work has been done on the car if any since the previous owner.,0
221,221,TIGOR EV has  charging options,0
222,222,The information on the pricing of any car is online. ,0
223,223,1. Do You Have a Car That Fits My Needs?,0
224,224,Attachments,0
225,225,Dogtracks - bent or twisted frame,0
226,226,Did the car have regular oil changes?,0
227,227,It is an incoming vehicle mean?,0
228,228,? If the problem arises after the written warranty has expired you may be entitled to have a dealer repair items that go bad soon after the written warranty is up.,0
229,229,Four-wheel drive is the safest type of vehicle in any climate. But drivers who live in colder climates where it snows a lot especially need it.,0
230,230,Meet Betty Blue ??  subarucrosstrek  newcar  subienubie  happydeanne  tayleranddeanne ,0
231,231,Did the dealer get the car as a trade-in or at an auction? If the dealer got the car at an auction the dealer may not know much about the car's history.,0
232,232,Simply go to our website and fill a locate request and we will contact your to go over all the details.,0
233,233,"""Electric Spider wants to be released! ",0
234,234,Why are your prices so much better than most dealers?,0
235,235,Customer I actually was looking for a Honda Pilot.,0
236,236,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our ",0
237,237,Buying a car is a big investment and its not always an easy decision. You may even have other cars that youre considering at other dealerships.,0
238,238,Car Seller Sure in this you will get a desk lamp with parking sensors you will also get power windows on both front and back.,0
239,239,You want your car investment to go far. Otherwise you could drown in repair costs or wind up paying for a completely new car in a few short years.,0
240,240,What should my mechanic check for?,0
241,241,We take pride in delivering cars that meet and exceed industry standards for reconditioning.,0
242,242,Some car manufacturers offer excellent warranties that are longer than usual. On average most car warranties last up to  years or at least 000 miles.,0
243,243,Tata Nano has awesome mileage on long trips.Just recently had  km trip in  hrs . ,0
244,244,Transmission and Drive Shaft,0
245,245,Wheels,0
246,246,If a dealer refuses to make repairs that are legally required by a written warranty or by the implied warranty of merchantability you can sue the dealer for up to $5000 in the Small Claims Branch of the D.C. Superior Court. The Small Claims Branch is designed to allow ordinary people to bring small cases without the help of a lawyer.,0
247,247,On top of that government officials get huge sums a s car fuel allowance. ,0
248,248,According to a senior industry executive these two models have limited range. ,0
249,249,Pedal not firm under pressure (DOT spec.),0
250,250,Electrical System,0
251,251,"""The Vauxhall Mokka X Griffin Plus is available now!",0
252,252,Abnormal exhaust discharge,0
253,253,Ball joint seals damaged,0
254,254,Customer She has a small sedan that we could fit the baby in but we want two cars that have room for all of us. I'd like to check out your SUVs. We are hoping to not have to buy a minivan.,0
255,255,Which model of Nano has Auto gear? Is it easy to drive for physically Challenged person?,0
256,256,We use variety of sources to appraise trade ins. As a general rule please check kb trade in to determine the value of your trade in . We typically pay between fair and good as long as the condition of the vehicle is good to excellent. Also we maintain the right to give more or less depending on a test drive and other factors.,0
257,257,A spokesperson for Mahindra and Mahindra declined to comment.,0
258,258,If maintenance or service records or receipts are available ask to see them. These might not always be available (some owners may take care of the routine maintenance themselves) but if they are theyll give you a good indication of how well the previous owner took care of the car.,0
259,259,What kind of inspection do you perform on your used cars? ,0
260,260,For example the Peugeot  has optional equipment that owners can choose to add on after buying. Learn more about how to extend the base price of this vehicle with add-on features.,0
261,261,Customer No. I'll pay $27000 or I'll go somewhere else that charges a fair price.,0
262,262,My idea for All New Honda Mobilio.,0
263,263,Customer Yes. My wife and I are about to have a baby. We need a car with more room.,0
264,264,Car Seller Sure sir. We will get your car ready in a while.,0
265,265,What type of vehicles can you locate?,0
266,266,Price check service is a no obligation quote to compare the vehicle that you are in the market to purchase to see if you are really getting a good deal. There is no obligation to purchase from us or cost associated with this service. We will respond to price check inquires with a hour time frame because the volume of request that we receive please be patient. Sending multiple inquires may cancel the original request. However different request may be submitted for different vehicles.,0
267,267,Don't agree to dealer financing before you have shopped for financing at a bank or credit union and know the other rates available to you.,0
268,268,May I test-drive the car?,0
269,269,Know what a vehicles warranty covers before buying. That way you dont encounter any unwanted surprises in the future when it comes to repairs.,0
270,270,Prepare Questions to Ask When Buying a Car,0
271,271,If youre buying a used vehicle your dealer should be able to give you a report on its repair history. If you notice any trends in repairs you should prepare for the costs.,0
272,272,Crouch in front or behind the car at a distance and check that the front and back tires line up. If they don't line up the car has an alignment problem,0
273,273,Where do you Source your used cars? ,0
274,274,"""Everything is easier when insured!",0
275,275,"""?????? ",0
276,276,Car Buyer What is the on-road price for Ciaz?,0
277,277,Car Buyer I will go for Ciaz.,0
278,278,"""Our expert leasing consultant shares why more people are leasing cars. ",0
279,279,I did a thing yesterday. ??  Id like to introduce everyone to Zazu. Hes a  RAV4... which of course RAV are m ,0
280,280,Nano has stunned me with its ability to drive without hickups .,0
281,281,buyer how about the price for this car?,0
282,282,"""Who loves that 'new car' smell??? ",0
283,283,Is this my primary car or secondary?,0
284,284,"""Crafted to conquer new roads with confidence and style! |  Honda CR-V",0
285,285,If the car made any strange sounds during the test drive what might those sounds mean?,0
286,286,According to a senior official from one of the ministries involved in formulating rules and regulations for electric mobility  both models failed to run even -82km on a single charge within city limits. ,0
287,287,buyer aha! this is what i am looking for..,0
288,288,Improper fluid level or leakage excluding normal seepage,0
289,289," TPIRPostYourPrize  NewCar""1",0
290,290,Has the car been involved in an accident? If so ask to see the repair order.,0
291,291, ,0
292,292,If they recently purchased the vehicle and they are already selling it take note as this could mean they ran into problems with car.,0
293,293,Where can I find help if things to wrong?,0
294,294,A lot of people preparing to buy a car often focus all their attention on the brand. They want a car that looks good but they dont always consider what functions their car should serve.,0
295,295,And gave mind blowing mileage too.Just that we should account longer time drive due to lesser power of Nano.Tata  you guys made mistake of stopping it .,0
296,296,.,0
297,297,Warranties vary on the automaker and on the vehicles themselves.,0
298,298,,0
299,299,This question will tell you whether the car was purchased from a dealership or another private seller and if the car was purchased in a different province or country. Your CARFAX Canada report will also give you these registration details from across North America.,0
300,300,buyer i like this one the black one it is my favorite colour of car,0
301,301,Car Buyer What about Ciaz?,0
302,302,? to a used car that runs like a new car,0
303,303,Visible leakage,0
304,304,How much mileage is on the car?,0
305,305,We offer better prices simply because of our low overheads. Industry Resources tell us that the Average new car dealer spends $50k in advertising $50k in rent $30k in paying salespeople commission k to a sales manager and the list goes on and on. We on the other hand spend virtually no money on advertising we rely mostly on our past customers to spread the word. We do not have commissioned sales staff or behind the scenes sales Managers.,0
306,306,This is a chance for the seller to let you know about any incidents the car has been in whether it be a minor fender bender or a major incident. Ask them to tell you where on the vehicle the damage occurred and what repair work was done. Review the CARFAX Canada report to ask about any critical accident data noted in the report.,0
307,307,RT ListerCars New Lister Knobbly! Pure driving perfection! ??????  Listercars  supercar  newcar  carlaunch  carsofinstagram  carswithoutlimi1,0
308,308,"""Personality vs. Pocketbook Should you lease finance or pay cash for your next car?  NewCar ",0
309,309,"""RT IDI0TSYNCRATIC Alex dies in the sun Rulex_19 accidentally wins $20 brandonkarlis ACTUALLY SHOWS UP Amanda is Forest Gump and Just""1",0
310,310,By asking this question you should be able to get more details about how the car was driven who the previous owners were and whats happened over the lifespan of the car.,0
311,311,Take the car to a new car dealership for the same brand of car. For example if you bought a used Ford take it to a dealership that sells and services new Ford cars. Ask the service manager to check whether any safety recalls have been issued for the car and whether the recall work was ever done. To check a car's recall history all the service manager needs to know is the car's year make model and Vehicle Identification Number (VIN).,0
312,312,New Delhi Citing poor performance and low mileage of electric cars made by Mahindra and Mahindra and Tata Motors senior government officials have refused to use them Mint reported on Wednesday quoting three people aware of the development.,0
313,313,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
314,314,"""Perhaps surprisingly younger car buyers appear to be visiting more dealerships based on this survey. ",0
315,315,What is the condition of your vehicles?,0
316,316,Check for damage under the floor mats.,0
317,317,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke""1",0
318,318,How about resale value? Company executive said Tata has stoping nano productions and it will going to discountinue. Suggested to buy other instead of this.,0
319,319,What are some questions I should ask the salesperson about a used car? ,0
320,320,Shock absorber mounting loose,0
321,321,Car Seller Onroad price for this will be  Lakhs  Thousand.,0
322,322,If youre buying used you should also take a close look at the interior. There may be general wear-and-tear on the seats that you may need to repair yourself.,0
323,323,Power unit belts cracked or slipping,0
324,324,Engine,0
325,325,Purchasing a used vehicle can at first seem like an intimidating experience but if you know the right questions to ask and have the right information at your disposal you can navigate the process easily and with confidence.,0
326,326,"If the dealer got the car at an auction did the car come through the line on a ""green light"" ""yellow light"" or ""red light""? A ""green light"" means that the seller denied knowing of any frame damage water damage or problems with the car's title. A ""yellow light"" or ""red light"" may mean a problem car.",0
327,327,Do you deal with Out of State buyers?,0
328,328,? If there is a problem with the car that prevents you from operating it or operating it safely then the dealer is legally required to fix the problem. If the dealer cannot or will not fix the problem you have a right to return the car for a refund or to receive some money back.,0
329,329,For a sub-650cc engine it feels pleasantly peppy under initial acceleration and continues to be so till kph. ,0
330,330,2 Attachments,0
331,331,Is there an anti glare irvm in nano xta?,0
332,332,By asking the seller these questions youll gain insight into whats happened over the lifetime of your next potential car and what type of investment youll have to make in the years to come. Arming yourself with this information will help you make a confident and informed decision about whether the car youre looking at is the right one for you.,0
333,333,"""Old vs new! What are your thoughts on the new Puma? ??",0
334,334,Don't let the salesperson pressure you into making a quick decision even if the salesperson tells you that the car will probably be gone by the next day.,0
335,335,"""We are now family subaru_usa  thank you SubaruClearlake  Subaru   Ascent  ascentadventure  NewCar ",0
336,336,I went online last night to check out the blue book value on new Pilots. ,0
337,337,Improperly functioning water pump,0
