,text,label
81,6. Brakes Squeaking or Grinding,4
82,How many years does the company provide warranty for the car?  ,2
83,The first experience of the drive was seemingly smooth and comfortable. After a period of  weeks the car started giving jerks in middle of driving,4
84,vikrammanhas82 Hi Vikram thank you for your interest in the Harrier. Please share your contact details via DM so that our team can connect with you to assist further.,3
85,A lot of people preparing to buy a car often focus all their attention on the brand. They want a car that looks good but they don t always consider what functions their car should serve.,0
86,2. Make your car visible When you have brought the car to a stop out of the way of traffic indicate that you are stopped by using your emergency flashers. ,1
87,So many times we need to go to service center and raise a complain for that but they did not any help.,4
88,How can I initiate a locate request?,0
89,Ask your dealer about the types of amenities that a particular vehicle comes with. It s not only fun to think about but these things may also affect the pricing.,0
90,B Would you like to take this car for a spin?,2
91,B Well just sign this card and we will be on our way. Do not forget to buckle your seatbelt!,2
92,Can someone from the store accompany me for a test drive ,2
93,A common cause of the breakdown is linked to the fuelling problemsyet it is the easiest to prevent.,1
94,We can provide several pictures and options list to make sure you are comfortable with the vehicle. As always we back that with a % satisfaction guarantee.,0
95,9. Steering Wheel Shaking,4
96,Do all of the lights wipers and stereo work?,4
97,If the vehicle purchased is within the original Manufactures warranty we will transfer the coverage to you as the new owner.QUESTION ABOUT LOCATE SERVICE,0
98,Powertrain warranties on the other hand cover nearly everything that the automakers manufacture. This includes the powertrain the air conditioning electrical system and even the stereo.,0
99,mdjayasankar Hi Jayashankar we have received your concern via Facebook and have responded to it. We request you to check and acknowledge the same.,3
100,Tata Motors Domestic Sales - June . Know more ,3
101,The seller could answer this question in a few ways. They might be ready for an upgrade or perhaps the car s size doesn t suit their lifestyle anymore. It s good to know the reasons behind this change because you might run into the same issues down the line.,0
102,Service centre people saying that it will be the same for all the cars. I hope we are not using the bullock carts to stop the vehicle easily?,1
103,A I would like to do that right now if I could.,2
104,Faulty Starter,4
105,Ajay54237453 Hi Ajay we understand that our team has connected with you through a call and has taken your concern forward. Rest assured that it will be resolved soon. We appreciate your patience in the meantime.,3
106,The vehicle is no being cooled properly by ac after a lot of harassment and miss commitment to me from the problem still unresolved as on date and thereby i am facing cancellation of my booking from my clients. ,4
107,Car Buyer I am here to buy a car. Could you please help me with that?,0
108,This Hyundai Tucson ordered through our  sourceit service and ready to be collected by Judith Nellins from Armagh  ,0
109,elegant positive after  hours to confirm,4
110,Chahe kitna hi kathin ho rasta Tata Yodha ke  hp engine ke saath badhte raho aage aur jeet jao har manzil. For more information   JeetLoHarManzil  TataYodha ,3
111,A I would like to go on the freeway to test it for speed.,2
112,Yes simply fill out our locater request and we will locate a vehicle that meets your requirements.,0
113,Tracking of vehicle from time of booking available    ,4
114,YogeshVaidya Hi Yogesh we never want our customers to have such an experience with us. Please share your contact details and the dealer information via DM so that our team can connect with you to assist further.,3
115,Pratik_Bhartia Hi Pratik we are concerned to know about your experience and want to help you with it. Kindly share your contact number and location details via DM as it will help us connect with you for further assistance.,3
116,How long of a test drive can I take?,0
117,Avg mileage of the car ,2
118,Total -times include first and second service I took my car a lot of time in the service centre which is not in the record. ,4
119,Every time my visit to rjy service center they are checking with a temperature gauge and saying we will follow up with the problem but still they is no response from any of them. ,1
120,Odometer available ,4
121,Color options,2
122,Fuelling Type4,1
123,Where do you Source your used cars? ,0
124,How bad car the company make which engine fails in  kms. ,4
125,Request you to please think about our hard earned money. Will be spending so much on the car and its emi and if wont get good car and satisfaction then whats the use? I trusted tata motors so i hope you will listen to my problem and frustration and give me a expected solution. ,1
126,Do I need a valid driving licence,2
127,A I need to get my driver's license.,2
128,Vehicle operating manual,1
129,You are telling send contact no via private message where is your private no to send message.,4
130,ignition system components as recommended by your manufacturer.,4
131,I have purchased my car from ashok auto sales ltd. My contact no. Is [protected] car model is (Xt),4
132,Tata Nano has awesome mileage on long trips.Just recently had  km trip in  hrs . ,0
133,""" Repost from gehazrabbani with regram.app ",0
134,You may also ask the judge to consider the District of Columbia's Consumer Protection Procedures Act including the consumer rights provided by D.C. Code Section -3904 and the consumer remedies provided by D.C. Code Section -3905(k)(1).,0
135,I have bought a new tata nexon xz+ in january end this year. ,4
136,There was huge chance of accident to be happened on road as the vehicle shifts from th gear to nd gear when it was on full running mode.,1
137,pandeyprabodh                                                     DM                    ,3
138,This site has valuable information on how you can get a good deal if you plan to buy a used car. But you will need to look for this information between many ads.,0
139,(video also Available on Youtube with lakh + views ) ,4
140,Has the car been in any accidents?,0
141,Congratulations! winner of  INcredibleContest  SanjaySingh_Inc. Our team will get in touch with you shortly.  TataIntra  Indias1stCompactTruck ,3
142,It's a fact of life Your car will need fresh oil to stay functioning. However if you are finding it's needing changes and top-ups more frequently than it should there might be a problem. Early signs you need to check your oil include a minor dip in performance and the ever-dreaded oil light on your dashboard. When your car is in a particularly dire need of an oil change you may even start to see corrosion in its engine. Another oil-related complaint is the clogged oil filter. You will probably see this problem if you have waited too long to change the oil. While modern cars come with systems that are equipped with filter bypasses Its a good rule of thumb to change the filter whenever you change the oil.,4
143,26_ruckfules Hi Deepak thank you for writing to us. We request you to visit your nearest Tata motors dealership and get it checked once. If the issue still persist get back to us with your contact number and dealer details via DM we would be glad to assist. ,3
144,nitinbagaria Hi Nitin the technical specifications features and pricing details of the  UrbanCarRedefined will be revealed soon. Stay tuned to our social media handles for more information about the Altroz. ),3
145,I have problem in my tiago xz jearking in   and  gear and coming petrol smell in the car regularly. I complained regarding jearking when i purchased car before  months ago but still no solutions also that time i complained to replace my car but service center gave me assure about that issue has been resolved but he was just wasting my time and money,4
146,Car owners still want to avail for towing services even if that is only battery jump start.,1
147,Car Seller Sure sir. Which car do you want?,0
148,The cabin of the Signa .T comes with a World-class Air Conditioning System -way Adjustable Seats with Deep Cushioning and an Ergonomic Steering Wheel that provide an unmatched driving experience.  TataSigna  DeshKeTruck  TataTrucks ,3
149,in attached photo mileage observed .7 but actual mileage observe is .5kmltr in without ac. ,4
150,ShailejTeri Hence we kindly request you to share your car chassis number contact information and dealer details via DM as doing so will help to resolve your issue at the earliest. (22) ,3
151,A The styling of this car really appeals to me.,2
152,A I found my Driver's License and Proof of Insurance.,2
153,If you are a CAA Member your Membership number.,1
154,Recognise it You ll know it when you hear it!,4
155,Rahul_2429 Rest assured that the spare parts required for your vehicle have already been ordered and your vehicle will be delivered to you once the same has been received. (23),3
156,Cranking Check if the car is cranking properly and does not require you to crank it like a mad man to start.         ,4
157,KaithwasRitesh Hi Ritesh we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle model and dealer details via DM so that we can assist you further.,3
158,i try my best to start but not.,1
159,They told me that we can t do anything else for this problem and with the guidance of kkd service executive i have approached rajahmundry ,1
160,i have paid rs.  for extention of warranty of  km. But till date i ca not get the warranty card and the engine of the car ,4
161,You might suspect overheating to be higher on this list but in reality it occurs rarely. In most modern cars the cooling system is very complex containing multiple sensors that monitor coolant temperature flow and other components. Staying on top of radiator flush services and changing the water pump before it breaks are two easy ways to reduce the potential for overheating issues.,4
162,All deposits taken for vehicle holds andor purchases are non-refundable. ,0
163,10. Above all use common sense No two breakdowns are the same location time of day the problem ,1
164,If you want   and they almost always offer it anyway   ask for the salesperson s card. ,2
165,B Is Friday good for you?,2
166,B Eleven o'clock on Friday morning. See you then,2
167,A Wow what a cool car!,2
168,Before the customer hangs up the phone your salespeople should,2
169,Do the brakes allow to make smooth and abrupt stops? ,2
170,How many hours giving to drive,2
171,Car Salesman We do want your business sir. ,0
172,Electrical Problems Speakers,4
173,Need reply asap ,4
174,What is the engine capacity,2
175,righteousnayan Hi Nayan we are disappointed to know about the experience you have had. Please share your contact information preferred vehicle model and dealer details via DM so that our team can connect with you for quicker assistance.,3
176,One of the biggest contributors for this performance is its light weight that tips at just  kilograms.,0
177,Car Engine Vibrations Know How to Fix the Issues,1
178,B Sure you can. The soonest day available will be this Friday.,2
179,? If it is safe to do so leave the vehicle and,1
180,Let me talk to my manager and see what I can do. Give me five minutes.,0
181,What if I do not like the vehicle that I have a deposit for or I have purchased another vehicle?        ,4
182,If you re buying used one of the first questions to ask when buying a car should be about its mileage. A used car s mileage will determine how long you ll drive it before needing to buy a new one.,0
183,Read through your rental agreement. The document that you signed before driving the rental car off the lot should have clauses which describe who will be at fault for various types of damages to the vehicle. ,1
184, Harshadm on Mar,1
185,RajuCSMPrince2 Hi Raju we are disappointed to hear this and would like to help you. Kindly provide your car chassis number contact information and dealer details via DM as it will help us to have the relevant team contact you for further assistance.,3
186,How can I get a quote for my damaged car instantly?,4
187, Insurance  AutoInsurance  Florida  Miami  Car  DeltoroInsurance  Protection  ,0
188,We are delighted to supply  Tigor EVs to Janani Tours in Bengaluru as we continue our journey of driving electrification.  ConnectingAspirations ,3
189,mohammedafsal_k Hi Afsal is there anything specific we can assist you with? Please explain your concern in detail via DM and we would be glad to help.,3
190,I purchased the mega xl from kamal motors in january  registration no mh47 y .,4
191,Driving.co.uk also says that any rattles from the engine or warning lights should not be ignored nor should smoke from the exhaust.            ,2
192,Vardan_here Hi Vishnu this is a fake letter. We are aware of the issue and have duly reported the same.,3
193,Manmoha50414437 Thank you for helping us with the dealer details. We have shared it with the relevant team and they ll soon connect with you to assist further.,3
194,Engine oil leaking...,4
195,beastoftraal Hi Karthik we are really delighted to see your love for the Harrier.  We suggest you to visit your nearest Tata Motors dealership to get a glimpse of the SUV that is  AboveAll. (12),3
196,Call - Communicate your situation.,1
197,B I will go get the keys and you can get out your Driver's License and Proof of Insurance.,2
198,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our  ",0
199,Look for cigarette burns rips and broken seat belts.,0
200,Make your business more profitable with Tata INTRA s .1 ton payload capacity. Contact the nearest Tata Motors dealership and book today. For more information visit   TataIntra  Indias1stCompactTruck ,3
201,Leakage,0
202,New buyers please check in this issue with the sales. Now i am waiting for my service team to get some parts from some other state i guess i do not know why. ,1
203,Documentation and registry fees are standard. So is sales tax.,0
204,Car chalne m kesi h?,0
205,A guide to what to do if your car breaks down,1
206,Your % satisfaction is our priority and goal that we strive for and if you are not satisfied with a vehicle you do not have to purchase it.,0
207,Your vehicle's transmission requires a special fluid to keep its components well lubricated. In cars with automatic transmissions transmission fluid also works as a hydraulic fluid and coolant. Over the course of your car's life small holes can form anywhere in this system such as in the fluid lines seals or gaskets. ,4
208,They hold car for -10 days and more than  days but again the car condition was same.,4
209,Please help us to return this car as we did not get this car as gift bought we bought with our hard earned money. ,4
210,We offer better prices simply because of our low overheads. Industry Resources tell us that the Average new car dealer spends $50k in advertising $50k in rent $30k in paying salespeople commission k to a sales manager and the list goes on and on. We on the other hand spend virtually no money on advertising we rely mostly on our past customers to spread the word. We do not have commissioned sales staff or behind the scenes sales Managers.,0
211,When I called the customer care on th May atam they mentioned that INR OOO from my account has been deducted towards vechicle damages. When I asked the reason they did not know why and said they would register a complain and that I would receive a call within an hour. The number given was . They did not mention anything about refunding the remaining amount.,1
212,so i want that the solution now.,4
213,this happened when we slow down the vehicle as the manual mode functioned we escaped service center people came and checked and they had only one ,4
214,What extras can be thrown into the deal for free?,2
215,upper lights functioning leakage of oil in engine tata nexon worli concorde motors service station has given worst experience of my life. They were asking for consumable payments of diesel filter oil filter and oil ,4
216,Squeals while braking Cause - Brake pads are faded or there is a lot of brake dust on the discsdrums ,4
217,A This car handles great and I love it!,2
218,Service centre check-up on jan th service centre did a thorough check-up and confirmed that the vehicle has no problem.,4
219,hello hello Tata Motors call centre,4
220,Devs3 Hi Dev thank you for sharing your input. We have shared it with the relevant team for further consideration.,3
221,Does the mileage shown on the odometer seem to be consistent with the condition of the car?,0
222,Tata Motors Group global wholesales at  in May . Know more  ,3
223,Also i am not aware if my warranty is going to cover this. ,1
224,I have purchased tata tiago xm in april  (Up20-be9575) which has completed  km only.,4
225,My car was refusing to start so I called the AA using the app and was able to track the progress of the van as it made its way to me. It actually arrived while the app still gave its location as being a mile away but better early than late! The mechanic was great - friendly and efficient. He diagnosed the problem quickly (dodgy fuel pump) and though he couldn t fix it he managed to get the car started so I could take it in for repair.,1
226,There are also consumer groups that you can contact. One such group is The Center for Auto Safety a national non-profit safety and consumer advocacy group that tracks complaints on lemons. It also has information packets on common defects. You can visit their website at  or call them at (202) -7700.,0
227,The problem Noisy brakes ,4
228,They asked me to drop the car fo two days but still have the same problem. ,1
229,A That's perfect.,2
230,The worst experience with my tata nexon car mh-12paz0903 my car engine was broke down smoke was coming at bombay central kept in tata's concord motors worli for days reconfirmed that they have replaced engine,4
231,What are the features of the car?,2
232,VijaySi45794910 Hi Vijay we understand that our team has connected with you and taken a note of your concern. Rest assured that they will definitely provide an apt resolution for the same. We appreciate your patience in the meantime.,3
233,Sir i have purchased tata tiago xta model  amt last year.. But now i m very regreat to say that the car is not working properly break fail two time and break oil totally dry n filled it two time. ,4
234,B OK after you sign this card we will take a spin. Make sure you buckle your seatbelt!,2
235,And so dealer has given us those rim bands kept in the bootdicky.,4
236,"""Since it is a new technology we wanted to gain confidence on our products before delivering it to our clients  an EESL spokesperson said. ",0
237,raghuveer78626 Hello we have been trying to reach out to the number provided by you but there is no response. Request you to provide alternate contact number via DM so that our team can contact you.,3
238,This is a dented over the confidence of winger.,4
239,You want your car investment to go far. Otherwise you could drown in repair costs or wind up paying for a completely new car in a few short years.,0
240,Rahulkhera9876 Hi Rahul we would really like to know what went wrong. Please let us know via DM so that we can better assist you with it.,3
241,varnit_bisht Hi Varnit thank you for sharing the requested details. We have highlighted your concern with the relevant team and you can rest assured that they will connect with you soon to resolve it at the earliest.,3
242,They can at times be fixed by changing the battery but when the issue is detected on the onboard computer the mechanic may have to identify the cause of the problem by plugging their PC into your car.,1
243,I booked XUV fromAMMaytoPMMay. My BOOKING ID is JPS6VUSB0. I paid a total ofINR includingas the security deposit. We started to OOTY atam on th May with kids wife and elderly parents. After travellingkilometers the vechicle started showing signs of bad clutch. The clutch pedal will not raise off the floor. The hydraulics to the clutch stopped working. It looked like the master cylinder has gone out. This happenned exactly in front of Gudlupet government bus stand atam. ,1
244,What is the mileage on it?,2
245,buyer great thank you very much,0
246,1- heavy vibrations is because of  cylinder engine,4
247,I request to Tata Motorsto provide the service as earliest as possible without any further delay and kindly provide and declare the service point in Sonebhadra District or in Waidhan so that we can make service on time and get the break down assistance and escape from the rude people and miss behave . Ask to tata motors to do the needful (reapir replace the car and provide the Rslacks for cover the losses as earliest as possible and save our long lasting relationship and away from legal formalities and action Thanks and Regards Rabindra Kumar Pandey [protected],1
248,After driving around i have noticed the front both sided wear is defective. ,4
249,RT ListerCars New Lister Knobbly! Pure driving perfection! ??????  Listercars  supercar  newcar  carlaunch  carsofinstagram  carswithoutlimi ,0
250,Check and do if something can be done...,4
251,Sunil960sunil Hi Sunil we request you to share your vehicle model and car chassis number via DM so that we can have the relevant team connect with you to assist further. ,3
252,seller i suggest you to buy innova it's very suitable for the family,0
253, If this happens before they are replaced it will cause the engine to consume more fuel than usual. ,4
254,sm1590 Hi Sanjeev please allow us some time to get this checked with our team and we will get back to you soon with an update.,3
255,So I want to purchase another one genx xt model. Can I still purchase? Or its production stopped?,0
256,Customer That's great but every car dealership offers that. I'm not going to pay the sticker price for this car. ,0
257,maheshdang88 Hi Mahesh we never want our customers to have such an experience with us. Please share your contact details and car chassis number via DM so that our team can connect with you to assist further.,3
258,When can I schedule for a drive ,2
259,Swollen battery case A vehicle being used in extreme weather conditions can lead to the battery case looking bloated and larger than normal The car battery features a lot of chemicals and excessive heat or cold weather does have an effect on this component of your car A swollen battery case might not cause car starting problems at the get go but over time this will affect your vehicle s functioning ,4
260,I was driving down the road when my car started to sputter and shake. With a sickening lurch the car floated to a stop in the middle of a busy road.,1
261,down for  p.m. just in case so you have a guaranteed time.,2
262,Couple years age Xantia blew hole in back of engine lost power suspension steering and brakes in outside lane at .,1
263,I did few times..max  kmph... after which the engine cuts off.. it us highly unstable at that speeds... mind you..pot holes...emergency breaking..lane changes.... can cause devastating accidents. ,0
264,This question will let you know what type of work has been done on the car if any since the previous owner.,0
265,You can also look for reported prices on websites,0
266,7. Alternator Failure,4
267,The vehicle will move only after a thud noise as if some lock is released and then for some km's the wheels will make some noise. ,4
268,kumarpiyush1389 Hi Piyush we are disappointed to hear this and would like to help you. Kindly provide your contact information via DM as it will help us to have the relevant team contact you for further assistance. ,3
269,What accessories are available with the car?,2
270,Now it's km and the issue still exist. I have changed the service centre and they said fork got bend. Unhappy with the quality of the vehicle.,4
271,ShubhamAnshu3 Hi Shubham thank you for bringing this to our notice. Our team has already tried connecting with Mr. Dinesh Bhat on call to resolve his concern. You can rest assured that it will be resolved soon.,3
272,Or you should look for a different vehicle altogether if the costs of future repairs will outweigh the initial investment.,0
273,AbhishekDimri77 Hi Abhishek is there anything specific we can assist you with? Please let us know via DM and we would be glad to help.,3
274,Other than its heavy duty engine that makes hill climbs easier the Signa .K also has a powerful Engine Brake that improves safety combats driver fatigue and reduces the wear and tear on the brakes.  TataTippers  TataSigna  DeshKeTruck ,3
275,A I really love the look of this car.,2
276,If the starter motor starts spinning but the engine does not fire then it might be possible that the spark plug is played out. Either its wet or non-functional,1
277,As I have a nano genx xt and it's ran  without any problem. ,0
278,For a sub-650cc engine it feels pleasantly peppy under initial acceleration and continues to be so till kph. ,0
279,Kevin The engine seems to be busted.It's driving me crazy! ,1
280,Their battery packs are of  kilowatt (kW) while the global standard is -35kW.,0
281,Level of comfortability if seniors or childrens are riding in the backseat  ,2
282,"""RT LadyGothamm I have had my car for  days brand new off the lot. kms... guess I drive a lot. At this rate I will burn through my wa ""1",0
283,jitend509 Hi Jitendra we would really like to know what went wrong. Please elaborate on your concern and also share your contact information and dealer details via DM so that we can better assist with your concern.,3
284,RaviPat93230099 Hi Ravi we are really delighted to see your love for the Harrier. Keep sharing your thoughts with us for the SUV that is  AboveAll. We would be glad to hear them. ),3
285,Your rights include,0
286,Tata INTRA is a new range of powerful compact and tough trucks by Tata Motors. Its tyres has less rolling resistance which gives you better fuel economy to make your business more profitable. For more information visit   TataIntra  Indias1stCompactTruck ,3
287,mdjayasankar Hi Jayasankar we are disappointed to know about the experience you have had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance.,3
288,Now my warranty afteryears is over and i had to pay for the part which i got replaced at sandhu motors pathankot punjab. ,1
289,check if the brakes are functioning properly and you can actually stop the vehicle depending on the pressure you apply.          ,4
290,Clutch cables,1
291,"""It's mine now!! ???? It feels like it took forever but finally the owner of a GT-R ?? ",0
292,I have drived this car today only km but after the journey this is what i saw. The touch was'nt working and the engine of the car was still on when i lock my car. ,4
293,"""We are now family subaru_usa  thank you SubaruClearlake  Subaru   Ascent  ascentadventure  NewCar ",0
294,Q. Can we add Ac on standard version nano? If yes then what will be the cost?,0
295,sdsanap1984 Hi Sandip we would really like to help you with this. Please provide your contact information car chassis number and dealer details via DM so we can have the relevant team contact you for further assistance.,3
296,Pedal not firm under pressure (DOT spec.),0
297,What are the key features of the car ,2
298,Is there any time slot? If yes can you provide me the available time slots,2
299,If possible try to pull over to the hard shoulder or as far left or as away from the road as possible. Switch on your hazard lights and if it's dark or the light is bad keep your side lights on. If you ca not get your vehicle clear of the road only leave you vehicle if you can do so safely.,1
300,Would you be willing to rent the car for the same monthly amount you re buying it for?,2
301,Wheel Replacement,1
302,9. Can You Hold the Vehicle While I Make a Decision?,0
303,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke ""1",0
304,shaishavkhare Hi Shaishav we have taken up your concern via Facebook. We request you to please check and acknowledge the same.,3
305,Safety Manual of the car. ,2
306,Another common source of complaints for modern cars come from problems in their extensive electrical systems. Electrical gremlins can infect any system. Few are more annoying than the speakers failing because we all like to rock out. Sometimes the connections for the speakers wiggle off preventing the speakers from working. ,4
307,A All right but will I be able to take my test today?,2
308,When the engine is running efficiently it burns fuel at a rate that helps improve fuel economy. However several fuel system parts like fuel filters air filters mass air flow sensors and O2 sensors will eventually get dirty or wear out.,4
309,My car broke down refers to a past event.,1
310,Sandeep96020202 Hi Sandeep we have already taken up your concern via Twitter and our team has offered you the best possible resolution. Do get back to us if you need any further assistance and we d be glad to help.,3
311,Transmission Fluid Leaks,4
312,Improper shifting or functioning in any gear,0
313,Safety like absair bag etc,2
314,"""RT IDI0TSYNCRATIC Alex dies in the sun Rulex_19 accidentally wins $20 brandonkarlis ACTUALLY SHOWS UP Amanda is Forest Gump and Just ""1",0
315,? Use hazard lights to warn other road users.,1
316, carlease  carleasing  cars  newcar  cardeals  latestcars ,0
317,guptaatuul Hi Atul we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details car chassis number &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
318, Do you know how to get to the dealership?  (Provide necessary,2
319,diyamdiya Hi Diya we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details and dealer information via DM as it will help us to have the relevant team connect with you and assist further. ,3
320,2) i can not trust this vehicle anymore its unsafe to drive on highway as its anytime shutdown ,1
321,Now I have TATA Tiago XZA (RJ  CE ). I took my car  times at Tata motors service centre After Second Service. ,4
322,Download and print CAA's Stranded Driver tips to keep in your glove box and keep family and friends safe by sharing these tips.,1
323,Is this car equipped with voice recognition?,2
324,How does the car compare to my current vehicle and what different features do I get.. ,2
325,"If it broke down on my way here and has not yet been repaired then either ""broke"" or ""has broken"".",1
326,Transmission,4
