,text,label
33,We have purchased tata winger ambulance from ramjash dharnia trucks nh -89 near rto office bikaner road nagaur (Raj) in the first week of may . It has done hardly  km till now. ,1
34,A common cause of the breakdown is linked to the fuelling problemsyet it is the easiest to prevent.,1
35,A total breakdown is when the vehicle becomes totally immobile and cannot be driven even a short distance to reach a repair shop thereby necessitating a tow. This can occur for a variety of reasons including complete engine failure or a dead starter or battery though a dead battery may be able to be temporarily resolved with a jump start.,1
36,Mine demand is  ,1
37,The nature of your problem.,1
38,Bad (scary) was a double blow out at mph on Aston Expressway after some muppet had dropped a spade in the outside lane ,1
39,Pull onto the highway shoulder as quickly and safely as possible. Remember to signal and try to remain on level ground. Alternatively if you need to pull onto the left shoulder ensure that you are as far away from moving traffic as possible. ,1
40,If you have friends or family who can help you or good Samaritans offer to help you communication is always key. Roll down the driver s side window so you can hear each other. Stay in the driver s seat and have them go to the rear of the vehicle and prepare to push it. Let each other know when you re ready to begin.,1
41,Hope ?? my car engine oil leak will be permanently rectified and i hope it will be safe to drive again....,1
42,Always try to remain calm. It s harrowing knowing that your vehicle is no longer running especially when it happens right on the road but you must remain calm. Until you pull your car over safely to the side of the road your breakdown will affect other traffic that is around you and you must be mindful as you try to maneuver yourself safely out of traffic.,1
43,If the flat is one the side of the car away from traffic and you can address it without putting yourself in danger from other vehicles then do so. ,1
44,As a loyal customer of tata i purchase tata tiago xz diesel chassis no from surat gujarat  th oct. ,1
45,4. Assess the situation If you know that you can tackle the issue yourself (if your car has run out of petrol for example and there s a service station nearby) go ahead.,1
46,Step  Prepare to pull over. Sometimes pulling over isn t the easiest thing to do. You might be on a mountain road with little shoulder space and many blind turns or on a narrow part of the freeway surrounded by traffic.,1
47,Call for roadside assistance and tell the operator,1
48,All time they charge and last time they provide a   paid amc as permanent solution to it...,1
49,Engage the parking brake switch off the ignition and stay inside your vehicle.,1
50,If you must get out of your vehicle to assess the situation,1
51,how should I have this car towed and exchange it for another? ,1
52,They told me that we can t do anything else for this problem and with the guidance of kkd service executive i have approached rajahmundry service center. ,1
53,Read through your rental agreement. The document that you signed before driving the rental car off the lot should have clauses which describe who will be at fault for various types of damages to the vehicle. ,1
54,Bought tata nexon on  nov  barely  days back and music system hanged  times within  days.. And on thursday the first and second gear stopped working. The car stopped on road...,1
55,Dear Sir I would like to inform you that I have purchased a car INDIGO ECS from Tata Dealer HKBK MOTOR PVT .LTD on date st Dec2012 with Extended  years warranty financed by MAGMA FINANCE .and In December  TATA MOTOR DEALER HKBK dealer have gone without giving any information and TATA MOTOR not providing any other nearest service point from TATA MOTORS side in the RENUKOOT- Sonebhadra district nearby area . I have made all three free service on time according to the date given on coupan by your Dealer HKBK MOTOR PVT LTD. RENUKOOT and fourth service is due On th September my car breakdown in Anapra area of Sonebhdra U.P and by shifting arrangement done by me it was shifted in Tata Commercial Waidhan VindhyaNagar Road Dist Singrauli M.P on same day (Sub-dealer of Tata Commercial Jabalpur ) And our car is under warranty as it has completed only  month only and KM as total warranty is  Month (Extended warranty ) also Service coupon for th free service is also valid and submitted along with the car . and Car was kept by Tata commercial from th September and not repaired till now under warranty and asking money   for repair . Also I have made complaint in TATA customer -care team for the same on date th September14 and  September  with complaint no -[protected] and -[protected] when the Tata Commercial Waidhan asked for money  and refuse to give the warranty with commitment that you have not purchased the car from my point by sales team and senior sales people Mr. Mahendra Singh done major misbehave with me told the service people that through out the car from Works shop campus as we have too much load. I request to you asked the Tata Motors to repair the carreplace the car and provide the ( amount against the mental physical harassment and economical loss insult and image harassment -Rs12 Lacs ) the car as earliest as possible under warranty and strong action should be taken against the above people (Mr. Mahendra Singh-Sales Department of Tata Commercial Waidhan-Sub Dealer of TATA COMMERCIAL JABALPUR -Dealer of TATA MOTORS ) from TATA MOTORS side for the miss behave with me so that they cannot repeat the same with any customer and down the image of Tata Motors . ,1
56,Fuelling Type4,1
57,Step  Pull over in a safe spot. Once you ve found a safe spot keep the hazard lights on and park the car as you normally would.,1
58,Third issue a piller plastic is loose and vobrating like a vibrator while driving. Andnoise is a headache. What the hell is going on? ,1
59,i noticed this problem more than three times. I have complained to costumer care number provided to us. But they don't take any action and they give another costumer number and waste our time. ,1
60,My dad had warned me about bumps. I was out on a date and went over a railroad track to fast the engine jumped the fan hit the hood and the clutch pedal slapped to the floor. ,1
61,Most people forget to refueland others only notice the red light flashing when it is too late.,1
62,Try to wash the car every week if you can.,1
63,3) Wash the Car,1
64,It was Easter Sunday  driving back home through a country road near midnight with my parents and we start to smell smoke. Assuming its from outside we don't think much of it and continue.,1
65,It irritates so much. So please take any action so we can satisfy of our purchase.,1
66,If your car breaks down on the road it s not only inconvenient it can be dangerous as well. Depending where you end up on the road (after a turn on the freeway or on a road where there is little or no shoulder) the situation can become harrowing.,1
67,Exit the vehicle from the side away from traffic.,1
68,If you are already a subscriber then you probably have a sticker or pamphlet with a number to call in case of emergency,1
69,After that i suddenly call at toll free number (24 x7 helpline) and my call was logged vide number ,1
70,Thank you.,1
71,Last  months ago. Already more than  times car has been breakdown on mid highway.. ,1
72,6. Learn how to repair your car If you can positively identify the problem know how to address it and can do so safely then go ahead.,1
73,We have purchased new trailer truck tata signa  from your company as on dated .05.219,1
74,Electrical faults are becoming common nowadays with increase in controls and switches in the vehicle .,1
75,6) why i dont use legal action?,1
76,Immediately call a towing service.,1
77,Always check your coolant level to avoid overheating or have your mechanic check the system.The coolant should also have enough anti-freeze.,1
78,Alternator Has Fault,1
79,Did you hear any unusual noises experience any out-of-the-ordinary car responses or note any steam or smoke coming from under the hood?,1
80,Punctures are known to occur even at the lowest speed and even the newest models of car are not immune to it.,1
81,In certain situations it is best to push the vehicle to a safer location. If this is the case you absolutely cannot do it alone.,1
82,I went to service center but they could not satisfied my concern. ,1
83,This issue i am facing since my first day and not its enough. I need the replacememt at any cost. ,1
84,He told me that when Tiago engine got heat then fuel tank stop supplying fuel to engine.,1
85,I was driving back from the gym when all of a sudden my engine blew out on me,1
86,High tension leads transport large amounts of the voltage to the spark plugsand tend to get worse with agemaking it difficult for the car to start.,1
87,Download and print CAA's Stranded Driver tips to keep in your glove box and keep family and friends safe by sharing these tips.,1
88,2) i can not trust this vehicle anymore its unsafe to drive on highway as its anytime shutdown ,1
89,I dont want to use repaired new vehicle and i cant risk my life with this car and this problem. ,1
90,Checking your tyre s condition is important as uneven wear and tear can mean they are incorrectly aligned.Bulges and cracks mean that you have to change the wheels.,1
91,If the starter motor starts spinning but the engine does not fire then it might be possible that the spark plug is played out. Either its wet or non-functional,1
92,Electrical faults are becoming common today especially with the increase of complex controls and switches in vehicles.,1
93,4) mine businesses depend on commuting its also effect by this failure. From last  months ,1
94,It's nearly  years  months since i bought tata tiago and it has the tendency of breaking down after the travelling certain kilometres. ,1
95,After seeinghearing several good reviews on Zoom from friends and relatives I decided to make my first reservation. But it turned out to be a nightmare.,1
96,The response from Zoom customer care was not prompt. After making several calls to customer care they registered a complain for the break down and informed us that Mahindra Road Side Assitance (RSA) will pick up the vehicle and tow it for repair. The complain number provided was . Zoom did not offer any alternate vechicle for our trip though I mentioned that I have made hotel reservations in OOTY. Instead they suggested to make our own taxi reservations for the trip. They also said ,1
97,This is horrible and veey risky. Today i was overtaking at a speed of  and i was in a need to more speed to complete that overtake but suddenly the power supply to engine stopped for a second and i somehow managed to avoid feon collision as the overtake couldnt get completed. ,1
98,If you are threatened by a stranger while waiting in your car call . Honk the horn repeatedly and flash the lights to attract the attention of other motorists.,1
99,Once a month and before any extended road trips use an accurate tire-pressure gauge to check the inflation pressure in each tire including the spare. Do this when the tires are cold (before the vehicle has been driven or after no more than a couple of miles of driving). Use the inflation pressure recommended by the vehicle s manufacturer not the maximum pressure embossed on the tire s sidewall. The recommended pressure is usually found on a placard on a front doorjamb in the glove compartment or in the owner s manual. Also be sure to inspect tires for abnormal or uneven wear cuts and any sidewall bulges you can see,1
100,I had finished some errands in a town next to mine and was on the way back home when I heard a suspicious noise coming from under the hood of my car. Suddenly I started slowing down and the vehicle didn t react to me pressing the gas pedal.,1
101,When exiting the vehicle stay away from oncoming traffic and exit through the side of the vehicle facing away from traffic.,1
102,"A ""breakdown"" is also referred to when a car stalls on the road. A vehicle stalls for a number of reasons ranging from a dead car battery fuel pump poor quality fuel faulty electrical wiring fuel pressure problems overlooked leaks or missing caps.",1
103,7. Be careful with strangers While there are plenty of good-hearted people out there whose only intention is to help,1
104,If the car breaks down while you re driving quickly pull over to a safe place on the side of the road as far away from traffic as possible.,1
105,Don't leave the engine running for extended periods   this could put you at risk of carbon monoxide poisoning.,1
106,Couple years age Xantia blew hole in back of engine lost power suspension steering and brakes in outside lane at .,1
107,We approached the concerned agency for help & accept the assurance we could not get anything and the vehicle was on road overnight.,1
108,Hi i had given my tata bolt for a general service at adishakti cars bangalore the car was running fine before service but as soon as i pick it up from the service station not even  km the car stops and does not start the service people tow back my vehicle to the service station then inform me that the oil pump has gone there was no problem before the service but as soon as the service is done this problem arises and now after taking rs for service they expect me to pay rs for the pump,1
109,Belts are the muscles of your car as they make the internal components move. Damaged or broken belts are akin to tearing your hamstring   it really hampers your ability to move normally. Unlike muscles belts won t get better with rest. Like a lot of mechanical issues it is much preferred to prevent a broken serpentine belt than fix a broken one especially since a broken belt can cause major engine issues.,1
110,If you re driving steer the car to the side of the road and bring the vehicle to a complete stop.[1],1
111,which is currently idle stand at workshop for repair.,1
112,Then i call local service engineer from the nearest service centre sandeep motors and they guys take my car to service centre and the same is restored in a short span of time. ,1
113,Burt	What happened?	,1
114,Kevin	Yeah I've thought about that but I can't afford a new car.  I'm broke.	,1
115,The rental agreement will usually specify that you must call the company immediately in the case of a breakdown follow this guidance as failing to do so may put you at risk for significant fees.,1
116,A car breakdown is the mechanical failure of a motor vehicle which disrupts its working and makes it dangerous to operate. In some cases the vehicle stops working altogether. Breakdowns can occur due to a variety of reasons and can often be avoided through timely maintenance.,1
117,Mulashi Maharashtra India,1
118,4) Other Checks at Each Oil Change,1
119,Fourth isse all the inside lights at night are gettin switched off automatically and then turns on in  seconds. Amazing engimnering of the car. Shame on you tata motors. I trusted tata motors again and i again got so much of pain using this car.,1
120,Request you to please think about our hard earned money. Will be spending so much on the car and its emi and if wont get good car and satisfaction then whats the use? I trusted tata motors so i hope you will listen to my problem and frustration and give me a expected solution. ,1
121,We took vehicle to Tata Motors service center and found that it was a manufacturing defect.,1
122,It s only a matter of time before an official comes to your location to provide assistance.,1
123,Reflective triangles road flares and small orange cones can be used to alert other drivers to your location. ,1
124,If you CANNOT pull off the road turn on your hazard lights. Do not risk injury by attempting to push your car to a safe location. If you are uncertain about your safety and think your vehicle may be struck from behind do not stay in your vehicle. Leave your vehicle only if there is a safer area to move to away from the highway.,1
125,Twice last year this time and today a while ago we experienced engine seizure on our tata indica vista quatrajet.,1
126,For me it is not at all a safest car.  days New car having engine problem!!!,1
127,Make a note of your location and the surrounding area and call our  hour breakdown line on    or   from your mobile a pay phone or a motorway emergency phone when it is safe to do so. Lines open  hours a day  days a week. Calls will be recorded.,1
128,If you know how the rental car has broken down check the agreement to see if you will be required to pay for parts and repairs. In general unless you were directly at fault you shouldn t have to pay.,1
129,If sales are only your priority but not service why should you guys forced to take the tata vehicles.,1
130,Car number  ch01bp9002,1
131,From the date when i bought this car to today i faced too many problems on hilly area and sometimes on plain roads. The car suddenly stops sometimes on hilly area ,1
132,Once you push the car to a safe location park it as you normally would by engaging the parking brake and switching off the ignition. Now you can safely call for roadside assistance a tow truck or contact the police.,1
133,The phone number where you can be reached.,1
134,Second problem with the car  steering noise and very bad steering shocks. On slightly patchy roads and bumps the bump shock comes to the steering and there is thid noise coming from the top of the steering. I am really disappointed with the car.,1
135,But still chilling not remains sane and after some distance travelled. ,1
136,They told me that we can t do anything else for this problem and with the guidance of kkd service executive i have approached rajahmundry ,1
137,5) why i dont publish whole event on public platform to educate the people they dont buy this vehicle?,1
138,1) replace whole system as its on warranty period ,1
139,You can even try calling Ola or Uber cab. They provide 7 service. Go to your place and you can get your vehicle repaired the next day.,1
140,It take  weeks to fixed problem as per not available l of material received car on[protected] pay bill of  inr with in warranty period. (Invoice pramukh tata  ipraur[protected],1
141,5. If your car has a flat tyre do not change it unless it can be done safely ,1
142,Special engines such as diesels and turbocharged engines may need more-frequent oil changes.,1
143,Yesterday while coming back from jodhpur with a postoperative case it breakdown near buch kalan of jodhpur dist. At about  pm.,1
144,During my Chitkul trip I faced problem with my Tata Tiago xz petrol. ,1
145,he moment you notice changes in the feel of the clutch when the peddle is pressedhave it checked immediately,1
146,2. Engine oil is ejecting drop by drop and...,1
147,In general when renting a car plan ahead and always read through the rental agreement before signing. Well-known rental agencies are generally ethical companies but smaller agencies may sneak in clauses which hold you responsible for all damages.,1
148,Here are some general guidelines to follow if your vehicle breaks down on a highway.,1
149,Majority of the breakdowns are battery and punctures and some are major car breakdown that includes grear failure or clucth issues.,1
150,Service centre people saying that it will be the same for all the cars. I hope we are not using the bullock carts to stop the vehicle easily?,1
151,If you cannot get to a safe spot on the road and you have to block a lane use your hazard lights and signal so you can get the vehicle into the far right lane. Try to slow down as gradually as possible so as not to cause an accident or multiple accidents on the road. If you let other drivers know about your vehicle s failure they can proceed to drive around your car.,1
152,They have to be checked with scanning devices which is plugged to the car system and analysed.,1
153,When we minutely examined this time it revealed that it was due to incursion of rain water dripping on the air filter from driver s side wiper (Base of) water spray nozzle.,1
154,Car owners still want to avail for towing services even if that is only battery jump start.,1
155,It may be easier to arrange transportation if your car broke down in the same city as the rental agency s offices. In an instance like this say  My rental car is broken down at a gas station across town. ,1
156,I purchased this car on november  my car has completed  km.,1
157,Putting petrol in a diesel car for instanceis a serious mistake that can cause havoc and lead to extensive engine damage.,1
158,3) need compensation for metal harassment i am facing due to faulty product,1
159,Everyday it was giving different problem and within  mins of driving engine get stopped and displaying TEMP alert in dashboard as well as producing burn smell with smoke from engine.,1
160,MH-14-GY-2039 on -Jun-18.,1
161,1-[protected] and they assured me to provide technician with in hour. ,1
162,I drove to a petrol station filled up with fuel left and headed on to the nearby roundabout. At this point the car lost all power a major problem having developed with the transmission.,1
163,Note your vehicle's location.,1
164,Make yourself visible to other motorists and signal that you re in trouble by lifting your hood and turning on your hazard lights. Stay in your vehicle.,1
165,Call for help if necessary. If your broken-down rental car was involved in an accident or if the car breaks down at night or in an unsafe or unfamiliar area you may need to call for help. ,1
166,1. Getting break issue (Not working properly) informed to service center people at the time of giving car for (1st servicing nd service rd service also).,1
167,On the way back we got stuck in a little pig town because the alternator belt came off (the wrong-sized pulley on the non-Bosch alternator ate it in half),1
168,To avoid the mistakes maintain a sticker around the vehicle so that the person should know the fuel type to be fuelled.,1
169,A vehicle breakdown is the mechanical failure of a motor vehicle in such a way that the underlying problem prevents the vehicle from being operated at all or impedes the vehicle's operation so much that it is very difficult nearly impossible or else dangerous to operate. Vehicle breakdowns can occur for a large number of reasons. Depending on the nature of the problem the vehicle may or may not need to be towed to an automobile repair shop.,1
170,This is all company's fault to issue these cars with faulty parts. Look into the matter or we have a group of  persons with same problem who are now willing to file a case against the company,1
171,What should you do?,1
172,Note  local workshop person are very helpful they do their level best to rectify and solved this problem. But now problem is out of their control ,1
173,Kevin	I don't even want to talk about it.  My car broke down.	,1
174,It happens so many time while driving and that is life threatening as while overtaking the car suddenly stops the acceleration and there is a pause in speed (During acceleration car jerks and feels like fuel supply is suddenly cut off).,1
175,Always facing the battery related issues ?Also the headlight are dimming when the engine is idle?If soyour alternator could be having the fault.,1
176,i try my best to start but not.,1
177,My family bear the hot waves in the summer. ,1
178,One reason for your car engine not firing up is a clogged fuel filter. ,1
179,Leaving headlight running at night would drain the battery.,1
180,Advise the road service operator that you have called .,1
181,8. Stay with your vehicle If you ve called for roadside assistance you ll want to be there when the tow truck arrives.,1
182,Its not even a week i bought the brand new car. ,1
183,If you put the key in your car turn it and hear nothing (or a clicking sound) you may have a problem with your starter. If this happens try to turn on your car s interior lights or headlights as it could be an issue with your battery. If your lights turn on you know your battery is in good shape and it s likely a problem with the starter or relay.,1
184,We are facing issue like car stops in every long drive in highways around  km of drive. We faced this issue almost  times and informed the respective service station. ,1
185,About a minute later my dad spots flames coming out of the air conditioning vents veers onto the side of the road and we bail out as fast as possible.  seconds after that and the whole car is ablaze.,1
186,If your vehicle lets you down we'll be there for you. If you're insured with LV= we've put together a short video guide about what to do in the event of a breakdown.,1
187,I booked XUV from  AM  May  to  PM  May. My BOOKING ID is JPS6VUSB0. I paid a total of  INR including  as the security deposit. We started to OOTY at  am on th May with kids wife and elderly parents. After travelling  kilometers the vechicle started showing signs of bad clutch. The clutch pedal will not raise off the floor. The hydraulics to the clutch stopped working. It looked like the master cylinder has gone out. This happenned exactly in front of Gudlupet government bus stand at  am. ,1
188,3) The amount for the taxi would be refund,1
189,If possible try to pull over to the hard shoulder or as far left or as away from the road as possible. Switch on your hazard lights and if it's dark or the light is bad keep your side lights on. If you can't get your vehicle clear of the road only leave you vehicle if you can do so safely.,1
190,Assess your vehicle's operating problem.,1
191,Turn on emergency flashers especially at night or in bad weather.,1
192,I think i have definitely logged the complaint to consumer court for the worst service of tata motors in jammu. ,1
193,Note battery is fail and replacement process under way still waiting for replacement ,1
194,Conversely if the car breaks down in a safe populated area and has no one is injured you may not need to phone the police. In a safe situation first call your car-rental company and then call a tow truck if necessary.,1
195,Should it break that can be serious problem.T,1
196,I was driving down the road when my car started to sputter and shake. With a sickening lurch the car floated to a stop in the middle of a busy road.,1
197,Spark plugs can break or wear out but shouldn't be a problem as long as your car is serviced regularly.,1
198,With roadside assistance,1
199, and i have to drive at night in an emergency... I am scared to drive thiscar now... ,1
200,HighTension Leads,1
201,Finally the custody person Sameer arrives at  pm.He inspected the vechicle and said that this was a hydralic failure and could also happen to the a brand new car and there was no fault of mine. We handed over the vechicle at  pm after some documentation. So I was stuck in Gundlupet for  hours. I had to make my own transport arrangements which costed me a heavily. When I called the customer care on th May at  am they mentioned that INR OOO from my account has been deducted towards vechicle damages. When I asked the reason they did not know why and said they would register a complain and that I would receive a call within an hour. The number given was . They did not mention anything about refunding the remaining amount.,1
202,If you CHOOSE TO EXIT your vehicle,1
203,There was huge chance of accident to be happened on road as the vehicle shifts from th gear to nd gear when it was on full running mode.,1
204,Wash the body and if necessary hose out the fender wells and undercarriage to remove dirt and road salt. It s time to wax the finish when water beads become larger than a quarter.,1
205,Part  of  Pull over to a safe spot,1
206,[Resolved] Tata Motors   nexon diesel engine jerks and sudden pause in acceleration,1
207,It is really a matter of concern when jodhpur was just  km away from the site. How a new vehicle can break down so early?,1
208,After that we took vehicle to road side but vehicle not allowed me put th and reverse gear.,1
209,Part  of  Push your vehicle to a safe spot,1
210,They did servicing but still it is of no use. ,1
211, When my car broke down on the freeway I knew that it would be a while before any sign of help would arrive. I decided to pop open the hood and give the engine a try myself. I figured how difficult could this possibly be? I had read a few do-it-yourself books on auto mechanics and all those books for dummies. ,1
212,Same problem was happened with all Tiago models in Chitkul. Some one Tata tiago informed me that switch of[censored]r vehicle open Ur car bonet and fuel tank cap and trying to start after minutest this trick worked. ,1
213,If you can use the vehicle s momentum to drift to a safe location.,1
214,When the temperature of the engine rises rapidlyand the ignition warning light comes onit could mean that the alternator driving belt and the water pump is damaged or broken.Once the alternator stops workingthe battery doesnot charge well and the engine is likely to cut out.,1
215,Electrical Issues,1
216,When everyone is in position and have identified that they are ready to push release the parking brake and the foot brake put the transmission in neutral and steer the car as necessary while they push.,1
217,Thanks & regards Ram1611 on Jul   Submit a Complaint,1
218,Do it regularly monthly for a vehicle in good condition; more often if you notice an oil leak or find you need to add oil routinely. The car should be parked on level ground so you can get an accurate dipstick reading. Don t overfill. And if you do have a leak find and fix it soon.,1
219,If you can safely exit the car raise the hood and hang something white out the window or tie it to a side view mirror to alert other drivers to proceed around you.,1
220,Service center told me that there was some manufacturing defect and electronic problem so clutch plate is burnt... Pl get the car replaced or return my money... ,1
221,For normal driving many automakers recommend changing the engine oil and filter every 500 miles or six months whichever comes first. This is sufficient for the majority of motorists. For  severe  driving with frequent very cold starts and short trips dusty conditions or trailer towing the change interval should be shortened to every 000 miles or three months. (Check your owner s manual for the specific intervals recommended for your vehicle.) ,1
222,New buyers please check in this issue with the sales. Now i am waiting for my service team to get some parts from some other state i guess i don't know why. ,1
223,Simple tasks that can make your car last longer.,1
224,I really streached myself to by this car but i am totally not satisfied and heart borken.,1
225,Now today[protected] its shutdown again at around  km plus whats the problem is not rectify yet. ,1
226,Please do some thing which should help us to solve this problem as soon as possible and it is causing lot of inconvenience for us.,1
227,hazard lights switched on side of road,1
228,stopped in a parking lot or while driving down the freeway you should never react by panicking. Always stay calm and keep a level head. ,1
229,I am mailing the company and they have stopped responding... Deogiri auto from where i bought the car repaired it and gave me... But if there was a defect in the manufacturing of car why dont the company replace it or return my money... I am doctor,1
230,If your car s temperature gauge shoots up into the red your engine may be at risk for overheating. If this happens turn off the air conditioner and blast your heat. This will help move hot air away from the engine. Once you re home check your radiator to ensure it s full of coolant. If your radiator or engine overheats and breaks down you ll have a hefty repair bill on your hands. Keep an eye on your engine s health.,1
231,When a total breakdown occurs the motorist may be able to have the service paid for by a roadside assistance plan. This may be available through an organization like AAA the vehicle's manufacturer the vehicle insurance policy or in some cases another service the driver subscribes to such as a mobile phone,1
232,They asked me to drop the car fo two days but still have the same problem. ,1
233,The position of the water spray nozzle appears to be a design defect. Last year we could not identify this. We kept gessing as to how the water incursion had taken place? We were fortunate to identify the same this time....,1
234,To ensure that this happens take notes on what mechanics fixed and keep the receipts from all maintenance done to the vehicle.,1
235,Warning In the difficult situation where the car is broken down in a driving lane or you are parked just around the bend of a blind corner you should always stay in your vehicle. If you must absolutely leave your vehicle do so from the side of the car that is not near moving traffic.,1
236,Know your rights and responsibilities.,1
237,The clutch cable is a part of the vehicle that is exposed to lot of problems in the vehicle.,1
238,If you don t have the option of pulling over stay where you are and do not leave your vehicle. Attempting to cross a road or highway is very dangerous and you ll be safer if you stay in the car.,1
239,After one month i felt the engine noise at low rpm purticularly when ac is on. ,1
240,Please look into the matter seriously and meet you in the consumer court shortly.,1
241,Clutch Cables Replacement,1
242,If the battery is fine and still your car does not start chances are that the ignition switch might have developed a fault. Turn the key (not all the way to the ignition) so that the telltale lights on the instrumentation cluster light up). If it is happening then the battery is clean. Turn the lights on and then start the car. If the lights dim when starting then the ignition switch is fine. If not then it might need replacement.,1
243,With huge traffic and busy people in Bangalore found difficulty when their car has broken down on the road.,1
244,If you have roadside safety devices such as flares or reflective devices set these up on the side of the highway so that oncoming traffic will avoid your car.,1
245,1. Get the vehicle out of the roadway If a problem arises while driving turn the car to the side of the road and out of the flow of traffic as soon as it is safe to do so.,1
246,Kevin	Really?  How much is it?	,1
247,Hi i am harshad mahajan bought tata nexon xz+ on .03.18,1
248,If you CHOOSE TO STAY in your vehicle,1
249,However some companies may bicker over this policy.[4] Regardless inform the company immediately explain the incident state where and how the car broke down and ask for a replacement vehicle.,1
250,Kevin	The engine seems to be busted.  It's driving me crazy!	,1
251,Invoice t-01217-18,1
252,That time i think what a worst service of tata motors. ,1
253,Keep notes and receipts from all repairs performed. The rental car company may ask you to pay for the towing service and repairs to the vehicle this may even be specified in the contract. If so the company should also reimburse you for repair fees when you return the car. ,1
254,Presently i have  to  cars of tata motors.,1
255,This is a major cause of roadside callouts.Drivers who use their cars for shortfrequent trips are infact at a higher risk of this problem.,1
256,Later a Mahindra RSA calls me around  pm and informs that the towing truck along with a custody person had been arranged and that they would be providing the taxi to our destination OOTY. After some time the rd party taxi operator arranged by Mahindra called me and said that we would have to pay a -way charge for the trip to OOTY and the car would be sent from Mysore which is  km away from Gundlupet. I was not ready for this option since we had to pay for  way and moreover we have no car for site seeing in OOTY. The hotel I booked was outside the city and a car is an absolute requirement. So I asked them not to make a taxi reservation.,1
257,Also i am not aware if my warranty is going to cover this. ,1
258,I am still waiting to hear back from Zoom.,1
259,If you re able to call the police yourself. If someone tries to help you roll down your window and ask them to call the police.,1
260,Submit a Complaint,1
261,The other is fuelling the car with the wrong fuel type.,1
262,Call for roadside assistance from your insurance company if it is part of your insurance policy. If not ask them to send a tow truck.,1
263,I want car replacement at any cost. I will surely raise this issue to social media in all ways of i wont get any resolution immediately. I am serioualy fed up. ,1
264,Mechanics in Bangalore tow the vehicle at their workshop for major car breakdown.,1
265,Use the following steps to learn how to safely move your vehicle if it breaks down on the road and assess the damage.,1
266,Note If for any reason they need to stop pushing make sure you are able to hit the brake as soon as possible.,1
267,If you are having trouble starting your carhave your ignition system checked.,1
268,Now my warranty after  years is over and i had to pay for the part which i got replaced at sandhu motors pathankot punjab. ,1
269,the world also has its share of jerks that will take advantage of another person down on his or her luck.,1
270,2) Check Tire Air Pressure,1
271,This is because short trips do not give the battery enough time to recharge.,1
272,When you call say something like  I rented a car from your agency two days ago and the vehicle just broke down on the side of Interstate I-70 by mile marker . I d like to have a replacement vehicle; ,1
273,Wheel Replacement,1
274,You are requested to look into the matter at least priority to be given to ambulance if it goes for a breakdown at the roadside.,1
275,Roadside assistance is available  hours a day and  days a week. In the event of a breakdown you will be put in contact with the nearest towing company and at no charge to you.,1
